Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Number of Positions","Index Stops","Number of Decks","Number of Poles per Deck","Circuit per Deck","Contact Timing","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Actuator Length","Angle of Throw","Contact Material","Contact Finish","Mounting Type","Termination Style","Features","Depth Behind Panel"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/Photos/Grayhill%20Photos/50D60-01-1-AJN.JPG,GH7349-ND,50D60-01-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 150MA 115V,84,0,"18.90000","0","1","50","Active","2 ~ 6","Adjustable","1","1","SP6T","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","60°","-","Gold","Panel Mount","Solder Lug","-","18.77mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,"//media.digikey.com/photos/Grayhill%20Photos/71BD30-01-1-AJN,%2071BD30-01-2-AJN.jpg",GH7101-ND,71BD30-01-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-12POS 250MA 115V,54,0,"19.24000","0","1","71","Active","2 ~ 12","Adjustable","1","1","SP12T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (6.35mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","19.33mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/Photos/Grayhill%20Photos/50DP60-01-1-AJN.JPG,GH7355-ND,50DP60-01-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 150MA 115V,55,0,"19.74000","0","1","50","Active","2 ~ 6","Adjustable","1","1","SP6T","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","60°","-","Gold","Panel Mount, Through Hole","PC Pin","-","13.64mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71BD30-01%20%20SERIES.JPG,GH7102-ND,71BD30-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 250MA 115V,89,0,"19.99000","0","1","71","Active","2 ~ 6","Adjustable","1","2","DP6T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (6.35mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","19.33mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/photos/Grayhill%20Photos/71ADF30-01QAJN.JPG,GH7327-ND,71ADF30-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 250MA 115V,80,0,"21.80000","0","1","71","Active","2 ~ 6","Adjustable","1","2","DP6T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount, Through Hole, Right Angle","PC Pin","-","19.33mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/Photos/Grayhill%20Photos/50D36-01%20SERIES.JPG,GH7274-ND,50D36-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-5POS 150MA 115V,94,0,"22.41000","0","1","50","Active","2 ~ 5","Adjustable","1","2","DP5T","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","36°","-","Gold","Panel Mount","Solder Lug","-","18.77mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/Photos/Grayhill%20Photos/50D90-01-2-AJN.JPG,GH7352-ND,50D90-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2POS 150MA 115V,47,0,"23.51000","0","1","50","Active","2","Adjustable","1","2","DPDT","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","90°","-","Gold","Panel Mount","Solder Lug","-","18.77mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/photos/Grayhill%20Photos/71BD36-02-1-AJN.JPG,GH7313-ND,71BD36-02-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-10POS 250MA 115V,77,0,"24.91000","0","1","71","Active","2 ~ 10","Adjustable","2","1","SP10T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (6.35mm Dia)","9.53mm","36°","Silver Alloy","-","Panel Mount","Solder Lug","-","24.87mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71BD30-02%20SERIES.JPG,GH7103-ND,71BD30-02-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-12POS 250MA 115V,47,0,"24.91000","0","1","71","Active","2 ~ 12","Adjustable","2","1","SP12T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (6.35mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","24.87mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71BD30-02%20SERIES.JPG,GH7104-ND,71BD30-02-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 250MA 115V,23,0,"26.47000","0","1","71","Active","2 ~ 6","Adjustable","2","2","DP6T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (6.35mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","24.87mm"
http://www.grayhill.com/assets/1/7/Rotary_24.pdf,//media.digikey.com/Photos/Grayhill%20Photos/24001-03N.jpg,GH7668-ND,24001-03N,Grayhill Inc.,SWITCH ROTARY 3POS 1A 115V,33,0,"26.57000","0","1","24","Active","3","Fixed","1","1","SP3T","Non-Shorting (BBM)","1A (AC/DC)","115V","28V","Flatted (6.35mm Dia)","7.92mm","36°","Phosphor Bronze","Silver","Panel Mount","Solder Lug","-","14.68mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/HS16-2SN.JPG,360-3042-ND,HS16-2SN,NKK Switches,SWITCH ROTARY 2-11POS 12A 125V,56,37,"26.83000","0","1","HS","Active","2 ~ 11","Adjustable","2","1","SP11T","Shorting (MBB)","12A (AC)","125V","-","Flatted (6mm Dia)","15.00mm","30°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","41.50mm"
http://www.electro-nc.com/rotaryus/c4.pdf,//media.digikey.com/photos/Electroswitch/C4D0206N-A.jpg,451-1012-ND,C4D0206N-A,Electroswitch,SWITCH ROTARY 2-6POS 300MA 125V,52,0,"29.31000","0","1","C4","Active","2 ~ 6","Adjustable","1","2","DP6T","Non-Shorting (BBM)","300mA (AC), 500mA (DC)","125V","28V","Flatted (6.35mm Dia)","12.70mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","20.12mm"
http://www.electro-nc.com/rotaryus/c4.pdf,//media.digikey.com/photos/Electroswitch/C4D0112N-A.jpg,451-1011-ND,C4D0112N-A,Electroswitch,SWITCH ROTARY 2-12POS 300MA 125V,31,0,"29.31000","0","1","C4","Active","2 ~ 12","Adjustable","1","1","SP12T","Non-Shorting (BBM)","300mA (AC), 500mA (DC)","125V","28V","Flatted (6.35mm Dia)","12.70mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","20.12mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71ADF30-02QAJN.JPG,GH7329-ND,71ADF30-02-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 250MA 115V,45,0,"29.96000","0","1","71","Active","2 ~ 6","Adjustable","2","2","DP6T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount, Through Hole, Right Angle","PC Pin","-","24.87mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/photos/Grayhill%20Photos/71BDF30-02-2-AJN.jpg,GH7108-ND,71BDF30-02-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 250MA 115V,39,0,"29.96000","0","1","71","Active","2 ~ 6","Adjustable","2","2","DP6T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (6.35mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount, Through Hole, Right Angle","PC Pin","-","24.87mm"
http://www.grayhill.com/assets/1/7/Series_77_datasheet.pdf,//media.digikey.com/Photos/Grayhill%20Photos/77SP36-01-1-10N.jpg,GH7890-ND,77SPT36-01-1-02N,Grayhill Inc.,SWITCH ROTARY 2POS 50MA 115V,46,0,"37.36000","0","1","77","Active","2","Fixed","1","1","SPDT","Non-Shorting (BBM)","50mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","7.98mm","36°","Silver Cadmium Oxide (AgCdO)","Gold","Panel Mount, Through Hole","PC Pin","Shaft and Panel Sealed","4.57mm"
http://www.grayhill.com/assets/1/7/Series_77_datasheet.pdf,//media.digikey.com/Photos/Grayhill%20Photos/77SP36-01-1-10N.jpg,GH7570-ND,77SPT36-01-1-10N,Grayhill Inc.,SWITCH ROTARY 10POS 50MA 115V,34,0,"37.36000","0","1","77","Active","10","Continuous","1","1","SP10T","Non-Shorting (BBM)","50mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","7.98mm","36°","Silver Cadmium Oxide (AgCdO)","Gold","Panel Mount, Through Hole","PC Pin","Shaft and Panel Sealed","4.57mm"
http://www.electro-nc.com/rotaryus/c4.pdf,//media.digikey.com/Photos/Electroswitch/C4D0212N-A.jpg,451-1013-ND,C4D0212N-A,Electroswitch,SWITCH ROTARY 2-12POS 300MA 125V,61,0,"37.65000","0","1","C4","Active","2 ~ 12","Adjustable","2","1","SP12T","Non-Shorting (BBM)","300mA (AC), 500mA (DC)","125V","28V","Flatted (6.35mm Dia)","12.70mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","27.33mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/TS2N.JPG,360-2357-ND,TS2N,NKK Switches,SWITCH ROTARY 2-11POS 6A 125V,80,18,"41.09000","0","1","TS","Active","2 ~ 11","Adjustable","2","1","SP11T","Non-Shorting (BBM)","6A (AC)","125V","-","Flatted (6mm Dia)","15.60mm","30°","Phosphor Bronze","-","Panel Mount","Screw Terminal","-","34.00mm"
http://www.electro-nc.com/rotaryus/c7.pdf,//media.digikey.com/photos/Electroswitch/C7D0123N.jpg,451-1035-ND,C7D0123N,Electroswitch,SWITCH ROTARY 23POS 500MA 125V,27,0,"41.36000","0","1","C7","Active","23","Fixed","1","1","SP23T","Non-Shorting (BBM)","500mA (AC), 1A (DC)","125V","28V","Flatted (6.35mm Dia)","14.29mm","15°","Brass","Silver","Panel Mount","Solder Lug","-","20.60mm"
http://www.grayhill.com/assets/1/7/Rotary_19.pdf,//media.digikey.com/photos/Grayhill%20Photos/19101-10UL.jpg,GH7290-ND,19101-10UL,Grayhill Inc.,SWITCH ROTARY 10POS 15A 120V,37,0,"48.83000","0","1","19","Active","10","Fixed","1","1","SP10T","Non-Shorting (BBM)","15A (AC), 1A (DC)","120V","120V","Flatted (6.35mm Dia)","12.70mm","30°","Silver Alloy","-","Panel Mount","Quick Connect - 0.250"" (6.3mm)","-","24.13mm"
http://www.electro-nc.com/rotaryus/c4.pdf,//media.digikey.com/photos/Electroswitch/C4D0606N-A.jpg,451-1020-ND,C4D0606N-A,Electroswitch,SWITCH ROTARY 2-6POS 300MA 125V,8,0,"49.14000","0","1","C4","Active","2 ~ 6","Adjustable","3","2","DP6T","Non-Shorting (BBM)","300mA (AC), 500mA (DC)","125V","28V","Flatted (6.35mm Dia)","12.70mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","34.54mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/TS3N.JPG,360-2358-ND,TS3N,NKK Switches,SWITCH ROTARY 2-11POS 6A 125V,52,20,"52.29000","0","1","TS","Active","2 ~ 11","Adjustable","3","1","SP11T","Non-Shorting (BBM)","6A (AC)","125V","-","Flatted (6mm Dia)","15.60mm","30°","Phosphor Bronze","-","Panel Mount","Screw Terminal","-","46.00mm"
http://www.electro-nc.com/rotaryus/c4.pdf,//media.digikey.com/photos/Electroswitch/C4D0412N-A.jpg,451-1017-ND,C4D0412N-A,Electroswitch,SWITCH ROTARY 2-12POS 300MA 125V,100,0,"55.80000","0","1","C4","Active","2 ~ 12","Adjustable","4","1","SP12T","Non-Shorting (BBM)","300mA (AC), 500mA (DC)","125V","28V","Flatted (6.35mm Dia)","12.70mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","41.76mm"
"http://www.grayhill.com/assets/1/7/Rotary_42,43,44,54.pdf",//media.digikey.com/Photos/Grayhill%20Photos/44D30-02-1-AJN.JPG,GH7345-ND,44D30-02-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-12POS 1A 115V,70,0,"58.24000","0","1","44","Active","2 ~ 12","Adjustable","2","1","SP12T","Non-Shorting (BBM)","1A (AC/DC)","115V","28V","Flatted (6.35mm Dia)","11.10mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","34.82mm"
http://www.electro-nc.com/rotaryus/c7.pdf,//media.digikey.com/photos/Electroswitch/C7D0224N-C.jpg,451-1038-ND,C7D0224N-C,Electroswitch,SWITCH ROTARY 24POS 500MA 125V,52,0,"63.70000","0","1","C7","Active","24","Continuous","2","1","SP24T","Non-Shorting (BBM)","500mA (AC), 1A (DC)","125V","28V","Flatted (6.35mm Dia)","14.29mm","15°","Brass","Silver","Panel Mount","Solder Lug","-","32.49mm"
http://www.electro-nc.com/rotaryus/c4.pdf,//media.digikey.com/photos/Electroswitch/C4D0512N-A.jpg,451-1018-ND,C4D0512N-A,Electroswitch,SWITCH ROTARY 2-12POS 300MA 125V,50,0,"68.34000","0","1","C4","Active","2 ~ 12","Adjustable","5","1","SP12T","Non-Shorting (BBM)","300mA (AC), 500mA (DC)","125V","28V","Flatted (6.35mm Dia)","12.70mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","48.97mm"
"http://www.grayhill.com/assets/1/7/Rotary_42,43,44,54.pdf",//media.digikey.com/Photos/Grayhill%20Photos/44D30-03-1-AJN.JPG,GH7334-ND,44D30-03-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-12POS 1A 115V,38,10,"72.63000","0","1","44","Active","2 ~ 12","Adjustable","3","1","SP12T","Non-Shorting (BBM)","1A (AC/DC)","115V","28V","Flatted (6.35mm Dia)","11.10mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","43.61mm"
http://www.electro-nc.com/rotaryus/c4.pdf,//media.digikey.com/photos/Electroswitch/C4D1006N-A.jpg,451-1024-ND,C4D1006N-A,Electroswitch,SWITCH ROTARY 2-6POS 300MA 125V,20,0,"72.80000","0","1","C4","Active","2 ~ 6","Adjustable","5","2","DP6T","Non-Shorting (BBM)","300mA (AC), 500mA (DC)","125V","28V","Flatted (6.35mm Dia)","12.70mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","48.97mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/TS4N.JPG,360-2359-ND,TS4N,NKK Switches,SWITCH ROTARY 2-11POS 6A 125V,27,0,"81.74000","0","1","TS","Active","2 ~ 11","Adjustable","4","1","SP11T","Non-Shorting (BBM)","6A (AC)","125V","-","Flatted (6mm Dia)","15.60mm","30°","Phosphor Bronze","-","Panel Mount","Screw Terminal","-","58.00mm"
"http://www.grayhill.com/assets/1/7/Rotary_42,43,44,54.pdf",//media.digikey.com/Photos/Grayhill%20Photos/44D30-04-1-AJN.jpg,GH7678-ND,44D30-04-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-12POS 1A 115V,28,0,"84.41000","0","1","44","Active","2 ~ 12","Adjustable","4","1","SP12T","Non-Shorting (BBM)","1A (AC/DC)","115V","28V","Flatted (6.35mm Dia)","11.10mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","52.40mm"
http://www.ohmite.com/assets/docs/controls_switches.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/312-12E-%28front%29.jpg,312-12E-ND,312-12E,Ohmite,SWITCH ROTARY 12POS 30A 300V,18,0,"214.25000","0","1","312","Active","12","Fixed","1","1","SP12T","Non-Shorting (BBM)","30A (AC/DC)","300V","20V","Flatted (6.35mm Dia)","28.58mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","57.20mm"
https://www.ckswitches.com/media/1910/rm.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/RM103002BCB.JPG,CKN10696-ND,RM103002BCB,C&K,SWITCH ROTARY 3POS 500MA 24V,196,0,"2.27000","0","1","RM","Active","3","Fixed","1","1","SP3T","Non-Shorting (BBM)","500mA (DC)","-","24V","Screwdriver Slot","Flush","45°","Brass","Gold","Through Hole","PC Pin","-","7.37mm"
https://www.ckswitches.com/media/1910/rm.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/RM106002BCB.JPG,CKN10702-ND,RM106002BCB,C&K,SWITCH ROTARY 6POS 500MA 24V,174,0,"2.27000","0","1","RM","Active","6","Fixed","1","1","SP6T","Non-Shorting (BBM)","500mA (DC)","-","24V","Screwdriver Slot","Flush","45°","Brass","Gold","Through Hole","PC Pin","-","7.37mm"
https://www.ckswitches.com/media/1910/rm.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/RM107002BCB.JPG,CKN10704-ND,RM107002BCB,C&K,SWITCH ROTARY 7POS 500MA 24V,45,0,"2.27000","0","1","RM","Active","7","Fixed","1","1","SP7T","Non-Shorting (BBM)","500mA (DC)","-","24V","Screwdriver Slot","Flush","45°","Brass","Gold","Through Hole","PC Pin","-","7.37mm"
https://www.ckswitches.com/media/1910/rm.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/RM101002BCB.JPG,CKN10692-ND,RM101002BCB,C&K,SWITCH ROTARY 2POS 500MA 24V,32,0,"2.27000","0","1","RM","Active","2","Fixed","1","1","SPST","Non-Shorting (BBM)","500mA (DC)","-","24V","Screwdriver Slot","Flush","45°","Brass","Gold","Through Hole","PC Pin","-","7.37mm"
https://www.ckswitches.com/media/1351/r.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/R10815RS02Q.jpg,CKN9480-ND,R10815RS02Q,C&K,SWITCH ROTARY 8POS 5A 125V,76,0,"4.97000","0","1","R","Active","8","Fixed","1","1","SP8T","Non-Shorting (BBM)","5A (AC), 500mA (DC)","125V","125V","Screwdriver Slot","Flush","36°","Copper","Silver","Through Hole","PC Pin","-","10.29mm"
https://www.ckswitches.com/media/1351/r.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/R20405RN02Q.jpg,CKN10133-ND,R20405RN02Q,C&K,SWITCH ROTARY 4POS 5A 125V,84,0,"5.09000","0","1","R","Active","4","Fixed","1","2","DP4T","Non-Shorting (BBM)","5A (AC), 500mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","36°","Copper","Silver","Through Hole","PC Pin","-","10.29mm"
https://www.ckswitches.com/media/1351/r.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/R10015RS02Q.JPG,CKN9478-ND,R10015RS02Q,C&K,SWITCH ROTARY 10POS 5A 125V,59,0,"5.25000","0","1","R","Active","10","Continuous","1","1","SP10T","Non-Shorting (BBM)","5A (AC), 500mA (DC)","125V","125V","Screwdriver Slot","Flush","36°","Copper","Silver","Through Hole","PC Pin","-","10.29mm"
https://www.ckswitches.com/media/1351/r.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/R20507RR02Q.JPG,CKN9483-ND,R20507RR02Q,C&K,SWITCH ROTARY 5POS 5A 125V,45,0,"5.40000","0","1","R","Active","5","Fixed","1","2","DP5T","Non-Shorting (BBM)","5A (AC), 500mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","36°","Copper","Silver","Panel Mount, Through Hole","PC Pin","-","10.29mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/a10815rncq.JPG,CKN9824-ND,A10815RNCQ,C&K,SWITCH ROTARY 8POS 2.5A 125V,59,0,"6.09000","0","1","A","Active","8","Fixed","1","1","SP8T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A12505RNCQ.jpg,CKN10203-ND,A12505RNCQ,C&K,SWITCH ROTARY 8POS 2.5A 125V,88,0,"6.58000","0","1","A","Active","8","Fixed","1","1","SP8T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","45°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A20515RNZQ.jpg,CKN10621-ND,A20515RNZQ,C&K,SWITCH ROTARY 5POS 2.5A 125V,81,0,"6.92000","0","1","A","Active","5","Fixed","1","2","DP5T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A11203RNZQ.jpg,CKN10617-ND,A11205RNZQ,C&K,SWITCH ROTARY 12POS 2.5A 125V,31,0,"6.98000","0","1","A","Active","12","Fixed","1","1","SP12T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A30405RNZQ.jpg,CKN10623-ND,A30405RNZQ,C&K,SWITCH ROTARY 4POS 2.5A 125V,56,0,"7.27000","0","1","A","Active","4","Fixed","1","3","3P4T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A20605RNZQ.JPG,CKN10622-ND,A20605RNZQ,C&K,SWITCH ROTARY 6POS 2.5A 125V,44,0,"7.37000","0","1","A","Active","6","Fixed","1","2","DP6T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A30403RNZQ.jpg,CKN10624-ND,A40203RNZQ,C&K,SWITCH ROTARY 2POS 2.5A 125V,63,0,"7.86000","0","1","A","Active","2","Fixed","1","4","4PDT","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A40305RNCQ.JPG,CKN9827-ND,A40305RNCQ,C&K,SWITCH ROTARY 3POS 2.5A 125V,52,0,"9.29000","0","1","A","Active","3","Fixed","1","4","4P3T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/a30415rszqe.JPG,CKN9826-ND,A30415RSZQE,C&K,SWITCH ROTARY 4POS 2.5A 125V,84,0,"9.46000","0","1","A","Active","4","Fixed","1","3","3P4T","Shorting (MBB)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Epoxy Sealed Terminals","20.83mm"
http://www.electro-nc.com/rotaryus/c5_6.pdf,//media.digikey.com/photos/Electroswitch/C5P0403N-A.jpg,451-1030-ND,C5P0403N-A,Electroswitch,SWITCH ROTARY 2-3POS 1A 125V,44,0,"9.94000","0","1","C5","Active","2 ~ 3","Adjustable","1","4","4P3T","Non-Shorting (BBM)","1A (AC/DC)","125V","28V","Flatted (6.35mm Dia)","14.29mm","30°","Brass","Silver","Panel Mount","Solder Lug","Sealed","20.07mm"
https://www.nkkswitches.com/pdf/MRlogicLevel.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MRF403-RO.jpg,MRF403-ND,MRF403,NKK Switches,SWITCH ROTARY 2-3POS 0.4VA 28V,29,8,"10.41000","0","1","MR","Active","2 ~ 3","Adjustable","1","4","4P3T","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Screwdriver Slot","Flush","30°","Phosphor Bronze","Gold","Through Hole","PC Pin","Process Sealed","-"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A30403RNZQ.jpg,CKN10625-ND,A40203RNZQK,C&K,SWITCH ROTARY 2POS 2.5A 125V,49,0,"11.21000","0","1","A","Active","2","Fixed","1","4","4PDT","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Epoxy Sealed Terminals, Splashproof Bushing Seal","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A11203RNCB.jpg,CKN10199-ND,A11203RNCB,C&K,SWITCH ROTARY 12POS 0.4VA 20V,79,0,"11.40000","0","1","A","Active","12","Fixed","1","1","SP12T","Non-Shorting (BBM)","0.4VA (AC/DC)","20V","20V","Flatted (6.35mm Dia)","9.53mm","30°","Copper Alloy","Gold","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.nkkswitches.com/pdf/mrb-1.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MRB12H.JPG,360-3153-ND,MRB12H,NKK Switches,SWITCH ROTARY 2POS 0.4VA 28V,45,40,"11.72000","0","1","MRB","Active","2","Fixed","1","1","SPDT","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Flatted (3.17mm Dia)","10.00mm","90°","Beryllium Copper","Gold","Panel Mount, Through Hole, Right Angle","PC Pin","Sealed - Fully","12.56mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/ME00L1NZQD.jpg,CKN6048-ND,ME00L1NZQD,C&K,SWITCH ROTARY 10POS 250MA 125V,77,0,"12.39000","0","1","M","Active","10","Continuous","1","1","SP10T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Silver","Panel Mount","Solder Lug","-","15.88mm"
