Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Actuator Type","Switch Function","Functions, Extra","Output","Voltage - Supply","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Contact Material","Contact Finish","Resistance","Mounting Type","Termination Style","Operating Temperature","Panel Cutout Dimensions","Ingress Protection","Features"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/Photos/CH%20Products/M41L091M.jpg,1040-1038-ND,M41L091M,APEM Inc.,JOYSTICK 5K OHM 3 AXIS PNL MT,12,0,"188.40000","0","1","M","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 4-Way Directional","1 Pushbutton","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/Photos/APEM%20Comp%20Photos/M41L0N1M.jpg,1040-1128-ND,M41L0N1M,APEM Inc.,JOYSTICK 5K OHM 3 AXIS PNL MT,6,0,"188.40000","0","1","M","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 4-Way Directional","1 Pushbutton","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF-44.jpg,1040-1117-ND,HF44P10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,9,0,"194.43000","0","1","HF","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 4-Way Directional","1 Pushbutton","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF-46.jpg,1040-1119-ND,HF46P10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,2,0,"194.43000","0","1","HF","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/Photos/APEM%20Comp%20Photos/M41L0Q1M.jpg,1040-1129-ND,M41L0Q1M,APEM Inc.,JOYSTICK 5K OHM 3 AXIS PNL MT,9,0,"202.92000","0","1","M","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 4-Way Directional","2 Pushbuttons","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=110,//media.digikey.com/Photos/CH%20Products/9SA50RE6500.jpg,679-1414-ND,9SA50RE6500,APEM Inc.,SWITCH JOYSTICK INDUCTIVE,17,0,"204.92000","0","1","9000","Active","Joystick, 2 - Axis","Joystick","360° Directional","-","Analog (Inductive)","4.75 ~ 15VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 41.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF45R10.jpg,1040-1023-ND,HF45R10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,8,0,"206.51000","0","1","HF","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","2 Pushbuttons","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/CH%20Products/HF-45.jpg,1040-1110-ND,HF45Y10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,8,0,"206.51000","0","1","HF","Active","Joystick, 2 - Axis","Joystick","2-Way Directional, 2-Way Rotational","2 Pushbuttons","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF45P10.jpg,1040-1118-ND,HF45P10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,6,0,"206.51000","0","1","HF","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 4-Way Directional","2 Pushbuttons","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=940,//media.digikey.com/Photos/APEM%20Comp%20Photos/8AC2AK-65-249.jpg,679-2367-ND,8AC2AK65249,APEM Inc.,SWITCH JOYSTICK 1A 125V,19,0,"219.08000","0","1","8000","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","1 Pushbutton","Digital (Mechanical Switch)","-","1A (AC)","125V","-","-","Gold","-","Panel Mount","Wire Leads","-25°C ~ 80°C","Circular - 41.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=163,//media.digikey.com/Photos/APEM%20Comp%20Photos/4P28-2F1E-55-475.JPG,1040-1132-ND,4P282F1E55475,APEM Inc.,JOYSTICK 5K OHM 2 AXIS PNL MT 1W,7,0,"242.78000","0","1","4000","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 23.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
//media.digikey.com/pdf/Data%20Sheets/APEM%20Components%20PDFs/HF3396.pdf,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_HF3396.jpg,679-3752-ND,HF3396,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,7,0,"257.45000","0","1","HF","Active","Joystick, 2 - Axis","Joystick","360° Directional","-","Digital (Hall Effect Over CANbus Interface)","6 ~ 35VDC","-","-","-","-","-","-","Panel Mount","Wire Leads with Connector","-40°C ~ 85°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/HFX2-36S10.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/HFX2-36S10.jpg,679-2273-ND,HT36S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,2,0,"292.88000","0","1","HT","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 46.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=101,//media.digikey.com/Photos/APEM%20Comp%20Photos/Bullet%20Handle.jpg,1040-1155-ND,SN101SN,APEM Inc.,SWITCH JOYSTICK T-HANDLE HALL,10,0,"311.37000","0","1","SN","Active","Joystick, 1 - Axis","T-Handle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Solder Turret","-20°C ~ 70°C","Rectangular - 56.00mm x 7.00mm","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=101,//media.digikey.com/Photos/APEM%20Comp%20Photos/Bullet%20Handle.jpg,1040-1157-ND,SN102SN,APEM Inc.,SWITCH JOYSTICK T-HANDLE HALL,6,0,"311.37000","0","1","SN","Active","Joystick, 1 - Axis","T-Handle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Solder Turret","-20°C ~ 70°C","Rectangular - 56.00mm x 7.00mm","-","-"
//media.digikey.com/pdf/Data%20Sheets/APEM%20Components%20PDFs/HF3395.pdf,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_HF3395.jpg,679-3751-ND,HF3395,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,3,0,"325.16000","0","1","HF","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","-","Digital (Hall Effect Over CANbus Interface)","6 ~ 35VDC","-","-","-","-","-","-","Panel Mount","Wire Leads with Connector","-40°C ~ 85°C","Circular - 41.28mm Dia","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=110,//media.digikey.com/photos/APEM%20Comp%20Photos/9SA50RR6559.jpg,679-1417-ND,9SA50RR6559,APEM Inc.,SWITCH JOYSTICK INDUCTIVE,11,25,"432.47000","0","1","9000","Active","Joystick, 3 - Axis","Joystick","360° Directional","-","Analog (Inductive)","4.75 ~ 15VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 41.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/MS-42N20S000.pdf,//media.digikey.com/Photos/CH%20Products/MS-42N20S000.jpg,679-2276-ND,MS-42N20S000,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,9,0,"477.86000","0","1","HFX Series III","Active","Joystick, 2 - Axis","Joystick","360° Directional","2 Pushbuttons","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 54.40mm Dia","IP68 - Dust Tight, Waterproof","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/HG-2120S000.pdf,//media.digikey.com/Photos/CH%20Products/HG-2120S000.jpg,679-2278-ND,HG-2120S000,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,3,0,"532.86000","0","1","HG","Active","Joystick, 2 - Axis","Joystick","360° Directional","2 Pushbuttons","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-25°C ~ 70°C","Circular - 71.40mm Dia","IP65 - Dust Tight, Water Resistant","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/HG-3340S000.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/HG-3340S000.jpg,679-2279-ND,HG-3340S000,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,5,0,"589.50000","0","1","HG","Active","Joystick, 2 - Axis","Joystick","360° Directional","4 Pushbuttons","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-25°C ~ 70°C","Circular - 71.40mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,//media.digikey.com/Photos/CH%20Products/FG-1M312A2B-2035.JPG,1040-1019-ND,FG2035,APEM Inc.,SWITCH JOYSTICK FIXED HANDLE,5,0,"624.60000","0","1","FG","Active","Joystick","Fixed Handle","-","2 Pushbuttons, 4-Way Thumbstick, Index Trigger","-","-","-","-","-","-","-","-","Panel Mount","Cable with Connector","-25°C ~ 70°C","-","IP67 - Dust Tight, Waterproof","Index Trigger Guard"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=920,//media.digikey.com/Photos/APEM%20Comp%20Photos/NZAA0475.JPG,1040-1142-ND,NZAA0475,APEM Inc.,SWITCH JOYSTICK BAT 2A 125V,10,0,"78.90000","0","1","NZ","Active","Joystick, 2 - Axis","Bat","8-Way Directional","-","Digital (Mechanical Switch)","-","2A (AC)","125V","-","Silver Alloy","Gold","-","Panel Mount","Connector","-25°C ~ 50°C","Circular - 12.00mm Dia","IP67 - Dust Tight, Waterproof","Half Boot"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1206,//media.digikey.com/Photos/APEM%20Comp%20Photos/FRAA1U02A1A_primary.jpg,679-3648-ND,FRAA1U02A1A,APEM Inc.,SWITCH THMBSTK MULTI HALL EFFECT,7,0,"119.07000","0","1","FR","Active","Thumbstick, 1 - Axis","Multiple","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=134,//media.digikey.com/Photos/APEM%20Comp%20Photos/TW01GRY1.JPG,1040-1161-ND,TW01GRY1,APEM Inc.,SWITCH THUMBWHEEL HALL EFFECT,5,0,"123.91000","0","1","TW","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Rectangular - 36.60mm x 16.30mm","IP67 - Dust Tight, Waterproof","Gray Actuator"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=588,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_BL140A01BKBL0000.jpg,679-3897-ND,BL140A01BKBL0000,APEM Inc.,SWITCH JOYSTICK PADDLE HALL,12,0,"148.51000","0","1","BL","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-25°C ~ 70°C","Rectangular - 21.00mm x 7.00mm","IP67 - Dust Tight, Waterproof","-"
//media.digikey.com/pdf/Data%20Sheets/APEM%20Components%20PDFs/BF%20Series.pdf,//media.digikey.com/Photos/APEM%20Comp%20Photos/BF240SD3GR2500.jpg,679-2371-ND,BF240SD3GR2500,APEM Inc.,SWITCH JOYSTICK PADDLE HALL,7,0,"160.19000","0","1","BF","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-25°C ~ 70°C","Rectangular - 21.00mm x 10.00mm","IP67 - Dust Tight, Waterproof","Green Actuator, Switching Points ± 25°"
//media.digikey.com/pdf/Data%20Sheets/CH%20Products%20PDFs/BF_Series.pdf,//media.digikey.com/Photos/APEM%20Comp%20Photos/BD150SD4BL1200.jpg,1040-1040-ND,BD150SD4BL1200,APEM Inc.,SWITCH JOYSTICK PADDLE HALL,4,0,"160.19000","0","1","BD","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-25°C ~ 70°C","Rectangular - 21.00mm x 10.00mm","IP67 - Dust Tight, Waterproof","Blue Actuator, Switching Points ± 12.5°"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1206,//media.digikey.com/photos/APEM%20Comp%20Photos/FR2A1U09A2A.jpg,679-3649-ND,FR2A1U09A2A,APEM Inc.,SWITCH THMBSTK WINGED HAT HALL,5,0,"166.63000","0","1","FR","Active","Thumbstick, 1 - Axis","Winged Hat","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP68 - Dust Tight, Waterproof","Red Actuator"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=101,//media.digikey.com/Photos/APEM%20Comp%20Photos/Barrel%20Handle.jpg,1040-1156-ND,SN102SS,APEM Inc.,SWITCH JOYSTICK T-HANDLE HALL,12,0,"311.37000","0","1","SN","Active","Joystick, 1 - Axis","T-Handle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Solder Turret","-20°C ~ 70°C","Rectangular - 56.00mm x 7.00mm","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=101,//media.digikey.com/Photos/APEM%20Comp%20Photos/Barrel%20Handle.jpg,1040-1159-ND,SN101RS,APEM Inc.,SWITCH JOYSTICK T-HANDLE HALL,10,0,"311.37000","0","1","SN","Active","Joystick, 1 - Axis","T-Handle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Solder Turret","-20°C ~ 70°C","Rectangular - 56.00mm x 7.00mm","-","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=163,//media.digikey.com/photos/APEM%20Comp%20Photos/4R252S1N5500.jpg,679-1410-ND,4R252S1N5500,APEM Inc.,JOYSTICK 5K OHM 2 AXIS PNL MT 1W,11,0,"328.02000","0","1","4000","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","1 Pushbutton","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 23.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,//media.digikey.com/photos/EAO/44-800.2.jpg,1948-1417-ND,44-800.2,EAO,CONTROL SWITCH 2 POSITIONS MAIN,19,0,"79.07000","0","1","44","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","-","Digital (Mechanical Switch)","-","5A (AC)","250V","-","-","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","-","Circular - 22.30mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,//media.digikey.com/Photos/EAO/44-800.4.jpg,1948-1418-ND,44-800.4,EAO,CONTROL SWITCH 4 POSITIONS MAIN,16,0,"91.97000","0","1","44","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","-","Digital (Mechanical Switch)","-","5A (AC)","250V","-","-","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","-","Circular - 22.30mm Dia","IP65 - Dust Tight, Water Resistant","-"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_68B-2x5-4_primary.jpg,GH7897-ND,68B-205-4,Grayhill Inc.,BLUE PROPORTIONAL PADDLE SWITCH,8,0,"104.50000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Blue Actuator"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_68B-3x5-4_primary.jpg,GH7900-ND,68B-305-4,Grayhill Inc.,PURPLE PROPORTIONAL PADDLE SWITC,5,12,"104.50000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Purple Actuator"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_68B-3x5-4_primary.jpg,GH7901-ND,68B-315-4,Grayhill Inc.,PURPLE PROPORTIONAL PADDLE SWITC,5,20,"104.50000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Purple Actuator"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_68B-5x5-4_primary.jpg,GH7904-ND,68B-505-4,Grayhill Inc.,GREEN PROPORTIONAL PADDLE SWITCH,4,17,"104.50000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Green Actuator"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_68B-2x5-4_primary.jpg,GH7898-ND,68B-215-4,Grayhill Inc.,BLUE PROPORTIONAL PADDLE SWITCH,3,17,"104.50000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Blue Actuator"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_68B-2x5-4_primary.jpg,GH7899-ND,68B-225-4,Grayhill Inc.,BLUE PROPORTIONAL PADDLE SWITCH,5,15,"106.78000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Blue Actuator"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_68B-3x5-4_primary.jpg,GH7902-ND,68B-325-4,Grayhill Inc.,PURPLE PROPORTIONAL PADDLE SWITC,5,14,"106.78000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Purple Actuator"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,-,GH7903-ND,68B-425-4,Grayhill Inc.,YELLOW PROPORTIONAL PADDLE SWITC,5,18,"106.78000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Yellow Actuator"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_68B-5x5-4_primary.jpg,GH7905-ND,68B-525-4,Grayhill Inc.,GREEN PROPORTIONAL PADDLE SWITCH,5,17,"106.78000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Green Actuator"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_68B-1x5-4_primary.jpg,GH7882-ND,68B-115-4,Grayhill Inc.,SWITCH PADDLE HALL EFFECT,5,15,"115.87000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Black Actuator"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_68B-1x5-4_primary.jpg,GH7883-ND,68B-125-4,Grayhill Inc.,SWITCH PADDLE HALL EFFECT,6,0,"116.09000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Black Actuator"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_68B-4x5-4_primary.jpg,GH7884-ND,68B-405-4,Grayhill Inc.,SWITCH PADDLE HALL EFFECT,4,1,"116.79000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Yellow Actuator"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_68B-6x5-4_primary.jpg,GH7887-ND,68B-605-4,Grayhill Inc.,SWITCH PADDLE HALL EFFECT,4,4,"116.79000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Red Actuator"
