Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Circuit","Number of Positions","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Illumination","Illumination Type, Color","Illumination Voltage (Nominal)","Mounting Type","Termination Style","Panel Cutout Dimensions","Ingress Protection","Features","Operating Temperature"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-2ML-NBA-G202-NN-ND,A22NS-2ML-NBA-G202-NN,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"16.89000","0","1","A22NS","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Black Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-2MM-NBA-G101-NN-ND,A22NS-2MM-NBA-G101-NN,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"16.89000","0","1","A22NS","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Black Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-2MM-NBA-G102-NN-ND,A22NS-2MM-NBA-G102-NN,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"16.89000","0","1","A22NS","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Black Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-2MM-NBA-G202-NN-ND,A22NS-2MM-NBA-G202-NN,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"16.89000","0","1","A22NS","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Black Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-3RB-NBA-G102-NN-ND,A22NS-3RB-NBA-G102-NN,Omron Automation and Safety,SWITCH SELECT 3POS DPST 10A 120V,0,0,"18.07000","0","1","A22NS","Active","Standard","DPST-NO/NC","3","Mom-Off-Mom, Mom-On-Mom","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Black Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-3RB-NBA-G202-NN-ND,A22NS-3RB-NBA-G202-NN,Omron Automation and Safety,SWITCH SELECT 3POS DPST-NC 10A,0,0,"18.07000","0","1","A22NS","Active","Standard","DPST-NC","3","Mom-On-Mom, Mom-On-Mom","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Black Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-3RM-NBA-G102-NN-ND,A22NS-3RM-NBA-G102-NN,Omron Automation and Safety,SWITCH SELECT 3POS DPST 10A 120V,0,0,"18.07000","0","1","A22NS","Active","Standard","DPST-NO/NC","3","On-Off-Off, On-On-Off","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Black Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-3RM-NBA-G202-NN-ND,A22NS-3RM-NBA-G202-NN,Omron Automation and Safety,SWITCH SELECT 3POS DPST-NC 10A,0,0,"18.07000","0","1","A22NS","Active","Standard","DPST-NC","3","Off-On-On, On-On-Off","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Black Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-3BB-NBA-G202-NN-ND,A22NS-3BB-NBA-G202-NN,Omron Automation and Safety,SWITCH SELECT 3POS DPST-NC 10A,0,0,"18.07000","0","1","A22NS","Active","Standard","DPST-NC","3","Mom-On-Mom, Mom-On-Mom","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Black Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-3BM-NRA-G101-NN-ND,A22NS-3BM-NRA-G101-NN,Omron Automation and Safety,SWITCH SELECT 3POS DPST-NO 10A,0,0,"18.07000","0","1","A22NS","Active","Standard","DPST-NO","3","On-Off-Off, Off-Off-On","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-3MB-NBA-G102-NN-ND,A22NS-3MB-NBA-G102-NN,Omron Automation and Safety,SWITCH SELECT 3POS DPST 10A 120V,0,0,"18.07000","0","1","A22NS","Active","Standard","DPST-NO/NC","3","Mom-Off-Mom, Mom-On-Mom","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Black Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-3MB-NBA-G202-NN-ND,A22NS-3MB-NBA-G202-NN,Omron Automation and Safety,SWITCH SELECT 3POS DPST-NC 10A,0,0,"18.07000","0","1","A22NS","Active","Standard","DPST-NC","3","Mom-On-Mom, Mom-On-Mom","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Black Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-3MM-NBA-G102-NN-ND,A22NS-3MM-NBA-G102-NN,Omron Automation and Safety,SWITCH SELECT 3POS DPST 10A 120V,0,0,"18.07000","0","1","A22NS","Active","Standard","DPST-NO/NC","3","On-Off-Off, On-On-Off","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Black Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-3MM-NBA-G202-NN-ND,A22NS-3MM-NBA-G202-NN,Omron Automation and Safety,SWITCH SELECT 3POS DPST-NC 10A,0,0,"18.07000","0","1","A22NS","Active","Standard","DPST-NC","3","Off-On-On, On-On-Off","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Black Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NS-3BR-NRA-G120-NN-ND,A22NS-3BR-NRA-G120-NN,Omron Automation and Safety,SWITCH SELECT 3POS DPST-NO 10A,0,0,"18.07000","0","1","A22NS","Active","Standard","DPST-NO","3","Mom-Off-Off, Mom-On-Off","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 70°C"
-,-,A22NS-3MB-NAA-G101-NN-ND,A22NS-3MB-NAA-G101-NN,Omron Automation and Safety,SWITCH SELECT 3POS DPST-NO 10A,0,0,"18.07000","0","1","A22NS","Active","Standard","DPST-NO","3","Mom-Off-Mom, Mom-Off-Mom","10A (AC), 8A (DC)","120V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TAA-G002-AA-ND,A22NW-2BM-TAA-G002-AA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"19.23000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TAA-G100-AA-ND,A22NW-2BM-TAA-G100-AA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"19.23000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TGA-G002-GA-ND,A22NW-2BM-TGA-G002-GA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"19.23000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TGA-G100-GA-ND,A22NW-2BM-TGA-G100-GA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"19.23000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TRA-G002-RA-ND,A22NW-2BM-TRA-G002-RA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"19.23000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TRA-G100-RA-ND,A22NW-2BM-TRA-G100-RA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"19.23000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TYA-G002-YA-ND,A22NW-2BM-TYA-G002-YA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"19.23000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TYA-G100-YA-ND,A22NW-2BM-TYA-G100-YA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"19.23000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TAA-G002-AB-ND,A22NW-2BM-TAA-G002-AB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"19.81000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TAA-G100-AB-ND,A22NW-2BM-TAA-G100-AB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"19.81000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TGA-G002-GB-ND,A22NW-2BM-TGA-G002-GB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"19.81000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TGA-G100-GB-ND,A22NW-2BM-TGA-G100-GB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"19.81000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TRA-G002-RB-ND,A22NW-2BM-TRA-G002-RB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"19.81000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TRA-G100-RB-ND,A22NW-2BM-TRA-G100-RB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"19.81000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TYA-G002-YB-ND,A22NW-2BM-TYA-G002-YB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"19.81000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TYA-G100-YB-ND,A22NW-2BM-TYA-G100-YB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"19.81000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TAA-G002-AA-ND,A22NW-2RL-TAA-G002-AA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TAA-G100-AA-ND,A22NW-2RL-TAA-G100-AA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TGA-G002-GA-ND,A22NW-2RL-TGA-G002-GA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,//media.digikey.com/photos/Omron%20Auto/A22NW-2RL-TGA-G100-Gx.JPG,A22NW-2RL-TGA-G100-GA-ND,A22NW-2RL-TGA-G100-GA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TRA-G002-RA-ND,A22NW-2RL-TRA-G002-RA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,//media.digikey.com/photos/Omron%20Auto/A22NW-2RL-TRA-G100-Rx.JPG,A22NW-2RL-TRA-G100-RA-ND,A22NW-2RL-TRA-G100-RA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TYA-G002-YA-ND,A22NW-2RL-TYA-G002-YA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TYA-G100-YA-ND,A22NW-2RL-TYA-G100-YA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TAA-G002-AA-ND,A22NW-2RM-TAA-G002-AA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TAA-G100-AA-ND,A22NW-2RM-TAA-G100-AA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TGA-G002-GA-ND,A22NW-2RM-TGA-G002-GA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TGA-G100-GA-ND,A22NW-2RM-TGA-G100-GA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TRA-G002-RA-ND,A22NW-2RM-TRA-G002-RA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TRA-G100-RA-ND,A22NW-2RM-TRA-G100-RA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TYA-G002-YA-ND,A22NW-2RM-TYA-G002-YA,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"20.40000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
