Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Amplifier Type","Voltage - Supply","Output Type","Current - Supply","Operating Temperature","Mounting Type"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA11TW-S-ND,E3X-DA11TW-S,Omron Automation and Safety,RED 2 OUTPUT NPN PREWIRE PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Twin Output","12V ~ 24V","NPN","45mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA11V-ND,E3X-DA11V,Omron Automation and Safety,IP66 DIGITAL NPN 2M CABLE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Water Resistant","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA14V-ND,E3X-DA14V,Omron Automation and Safety,DIGTL NPN NANO CONN READY MDL,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Water Resistant","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA21-N-ND,E3X-DA21-N,Omron Automation and Safety,PREWIRED A/D NPN FO AMP,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Monitor Output","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA41AN-S-ND,E3X-DA41AN-S,Omron Automation and Safety,DIGITAL FIBER AMP PNP ANALOG,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Analog Output","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA41-N-ND,E3X-DA41-N,Omron Automation and Safety,PREWIRED DIGITAL PNP FO AMP,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Standard","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA41RM-S-ND,E3X-DA41RM-S,Omron Automation and Safety,REMOTE SETTING RED PNP PREWIRE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","External Input","12V ~ 24V","PNP","45mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",//media.digikey.com/Photos/Omron%20Elect%20Photos/E3X-DA41-S.jpg,Z3268-ND,E3X-DA41-S,Omron Automation and Safety,RED LED PNP PREWIRE PTUNING,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Standard","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA41SE-S-ND,E3X-DA41SE-S,Omron Automation and Safety,LIMITED FUNC AMP PNP PREWIRE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Single Function","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
-,-,E3X-DA41-S-M1J0.3M-ND,E3X-DA41-S-M1J 0.3M,Omron Automation and Safety,DIGITAL FIBER SENSOR,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Standard","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA41TW-ND,E3X-DA41TW,Omron Automation and Safety,2 OUTPUT DIGITAL PNP 2M CABLE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Twin Output","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA41TW-S-ND,E3X-DA41TW-S,Omron Automation and Safety,RED 2 OUTPUT PNP PREWIRE PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Twin Output","12V ~ 24V","PNP","45mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA41V-ND,E3X-DA41V,Omron Automation and Safety,IP66 DIGITAL PNP 2M CABLE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Water Resistant","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA44V-ND,E3X-DA44V,Omron Automation and Safety,DIGTL PNP NANO CONN READY MDL,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Water Resistant","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA51-N-ND,E3X-DA51-N,Omron Automation and Safety,PREWIRED A/D PNP FO AMP,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Monitor Output","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA6-ND,E3X-DA6,Omron Automation and Safety,EXPANDABLE DIGITAL NPN FO AMP,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Standard","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA6AT-S-ND,E3X-DA6AT-S,Omron Automation and Safety,ATC AMP NPN CONN,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","ATC Output","12V ~ 24V","NPN","45mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3x-drt21_srt21_cif11_ds_e_3_3_csm1295.pdf,-,E3X-DA6-P-ND,E3X-DA6-P,Omron Automation and Safety,FIBER NTWRK COMMUNICATION ONLY,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Standard","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA6RM-S-ND,E3X-DA6RM-S,Omron Automation and Safety,REMOTE SETTING RED NPN CONN,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","External Input","12V ~ 24V","NPN","45mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA6-S-ND,E3X-DA6-S,Omron Automation and Safety,RED LED NPN CONN PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Standard","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA6SE-S-ND,E3X-DA6SE-S,Omron Automation and Safety,LIMITED FUNC AMP NPN CONN,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Single Function","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA6TW-ND,E3X-DA6TW,Omron Automation and Safety,WIRE SAVING DIGTL 2 OUTPUT NPN,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Twin Output","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA6TW-S-ND,E3X-DA6TW-S,Omron Automation and Safety,RED 2 OUTPUT NPN CONN PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Twin Output","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA7-ND,E3X-DA7,Omron Automation and Safety,EXPANDABLE A/D NPN FO AMP,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Monitor Output","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA8-ND,E3X-DA8,Omron Automation and Safety,EXPANDABLE DIGITAL PNP FO AMP,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Standard","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA8AT-S-ND,E3X-DA8AT-S,Omron Automation and Safety,ATC AMP PNP CONN,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","ATC Output","12V ~ 24V","PNP","45mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA8RM-S-ND,E3X-DA8RM-S,Omron Automation and Safety,REMOTE SETTING RED PNP CONN,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Standard","12V ~ 24V","PNP","45mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA8-S-ND,E3X-DA8-S,Omron Automation and Safety,RED LED PNP CONN PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Standard","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA8SE-S-ND,E3X-DA8SE-S,Omron Automation and Safety,LIMITED FUNC AMP PNP CONN,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Single Function","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA8TW-ND,E3X-DA8TW,Omron Automation and Safety,WIRE SAVING DIGTL 2 OUTPUTS PNP,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Twin Output","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA8TW-S-ND,E3X-DA8TW-S,Omron Automation and Safety,RED 2 OUTPUT PNP CONN PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Twin Output","12V ~ 24V","PNP","45mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA9-ND,E3X-DA9,Omron Automation and Safety,EXPANDABLE A/D PNP FO AMP,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Monitor Output","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DAB11-N-ND,E3X-DAB11-N,Omron Automation and Safety,PREWIRED DIGITAL NPN BLUE LED,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Mark Detecting","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DAB11-S-ND,E3X-DAB11-S,Omron Automation and Safety,BLUE LED NPN PREWIRE PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Mark Detecting","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DAB41-N-ND,E3X-DAB41-N,Omron Automation and Safety,PREWIRED DIGITAL PNP BLUE LED,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Mark Detecting","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DAB41-S-ND,E3X-DAB41-S,Omron Automation and Safety,BLUE LED PNP PREWIRE PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Mark Detecting","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DAB6-ND,E3X-DAB6,Omron Automation and Safety,WIRE SAVING DIGTL NPN BLUE LED,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Mark Detecting","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DAB6-S-ND,E3X-DAB6-S,Omron Automation and Safety,BLUE LED NPN CONN PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Mark Detecting","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DAB8-ND,E3X-DAB8,Omron Automation and Safety,WIRE SAVING DIGTL PNP BLUE LED,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Mark Detecting","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DAB8-S-ND,E3X-DAB8-S,Omron Automation and Safety,BLUE LED PNP CONN PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Mark Detecting","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DAG11-N-ND,E3X-DAG11-N,Omron Automation and Safety,PREWIRED DIGITAL NPN GRN LED,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Mark Detecting","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DAG11-S-ND,E3X-DAG11-S,Omron Automation and Safety,GREEN LED NPN PREWIRE PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Mark Detecting","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DAG41-N-ND,E3X-DAG41-N,Omron Automation and Safety,PREWIRED DIGITAL PNP GRN LED,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Mark Detecting","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DAG41-S-ND,E3X-DAG41-S,Omron Automation and Safety,GREEN LED PNP PREWIRE PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Mark Detecting","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DAG6-ND,E3X-DAG6,Omron Automation and Safety,WIRE SAVING DIGTL NPN GRN LED,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Mark Detecting","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DAG6-S-ND,E3X-DAG6-S,Omron Automation and Safety,GREEN LED NPN CONN PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Mark Detecting","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DAG8-ND,E3X-DAG8,Omron Automation and Safety,WIRE SAVING DIGTL PNP GRN LED,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Mark Detecting","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DAG8-S-ND,E3X-DAG8-S,Omron Automation and Safety,GREEN LED PNP CONN PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Mark Detecting","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DAH11-N-ND,E3X-DAH11-N,Omron Automation and Safety,PREWIRED DIGITAL NPN IR LED,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Infrared","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DAH11-S-ND,E3X-DAH11-S,Omron Automation and Safety,PREWIRED DIGTL NPN IR LED ANAOUT,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Infrared","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DAH41-N-ND,E3X-DAH41-N,Omron Automation and Safety,PREWIRED DIGITAL PNP IR LED,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Infrared","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DAH41-S-ND,E3X-DAH41-S,Omron Automation and Safety,PREWIRD DIGTL PNP IR LED ANAOUT,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Infrared","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DAH6-ND,E3X-DAH6,Omron Automation and Safety,WIRE SAVING DIGTL NPN IR LED,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Infrared","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DAH6-S-ND,E3X-DAH6-S,Omron Automation and Safety,WIRESAVING DIG NPN IR LED ANAOUT,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Infrared","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DAH8-ND,E3X-DAH8,Omron Automation and Safety,WIRE SAVING DIGITAL PNP IR LED,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Infrared","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DAH8-S-ND,E3X-DAH8-S,Omron Automation and Safety,WIRESAVING DIG PNP IR LED ANAOUT,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Infrared","12V ~ 24V","PNP","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",//media.digikey.com/Photos/Omron%20Elect%20Photos/E3X-MDA11.jpg,Z3269-ND,E3X-MDA11,Omron Automation and Safety,2 CHANNEL FOA NPN PREWIRED,0,0,"Obsolete","0","1","E3X-MDA","Obsolete","Twin Output","12V ~ 24V","NPN","45mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-MDA41-ND,E3X-MDA41,Omron Automation and Safety,2 CHANNEL FOA PNP PREWIRED,0,0,"Obsolete","0","1","E3X-MDA","Obsolete","Twin Output","12V ~ 24V","PNP","45mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-MDA6-ND,E3X-MDA6,Omron Automation and Safety,2 CHANNEL FOA NPN CONN,0,0,"Obsolete","0","1","E3X-MDA","Obsolete","Twin Output","12V ~ 24V","NPN","45mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-MDA8-ND,E3X-MDA8,Omron Automation and Safety,2 CHANNEL FOA PNP CONN,0,0,"Obsolete","0","1","E3X-MDA","Obsolete","Twin Output","12V ~ 24V","PNP","45mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3x-sd_na_e401-e1_6_2_csm2185.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/E3X-NA11.JPG,Z3270-ND,E3X-NA11,Omron Automation and Safety,SENSOR PHOTOAMP FIBER 2M CBL,0,0,"Obsolete","0","1","E3X-MDA","Obsolete","Standard","12V ~ 24V","NPN","35mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3x-sd_na_e401-e1_6_2_csm2185.pdf,-,E3X-NA11F2M-ND,E3X-NA11F 2M,Omron Automation and Safety,HS PREWIRED AMANUAL FA NPN RED,0,0,"Obsolete","0","1","E3X-NA","Obsolete","High-speed detection","12V ~ 24V","NPN","35mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3x-sd_na_e401-e1_6_2_csm2185.pdf,-,E3X-NA11V2M-ND,E3X-NA11V 2M,Omron Automation and Safety,PREWIRED AMANUAL NPN RED IP66,0,0,"Obsolete","0","1","E3X-NA","Obsolete","Water Resistant","12V ~ 24V","NPN","35mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3x-sd_na_e401-e1_6_2_csm2185.pdf,-,E3X-NA14V-ND,E3X-NA14V,Omron Automation and Safety,AMANUAL FA NPN RED M8 CONN,0,0,"Obsolete","0","1","E3X-NA","Obsolete","Water Resistant","12V ~ 24V","NPN","35mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3x-sd_na_e401-e1_6_2_csm2185.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/E3X-NA41.JPG,Z3271-ND,E3X-NA41,Omron Automation and Safety,SENSOR PHOTOAMP FIBER 2M CBL,0,0,"Obsolete","0","1","E3X-NA","Obsolete","Standard","12V ~ 24V","PNP","35mA","-25°C ~ 55°C (TA)","DIN Rail"
