Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Container Type","Size / Dimension","Height","Area (L x W)","Design","Material","Color","Thickness","Features","Ratings","Material Flammability Rating"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M02122209.pdf,//media.digikey.com/photos/Rose%20&%20Bopla%20Enclosures/021222090.JPG,902-1016-ND,021222090,Rose Enclosures,BOX FIBERGLASS GRY 8.66""LX4.72""W,453,0,"31.34000","0","1","02","Active","Box","8.661"" L x 4.724"" W (220.00mm x 120.00mm)","3.583"" (91.00mm)","40.9in² (264cm²)","Cover Included","Fiberglass/Polyester","Gray","0.197"" (5.00mm)","Watertight","IP66, NEMA 1,2,4,4X, UL-508","UL94 V-0"
http://www.budind.com/pdf/hb11482.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PC-11482-A.jpg,377-1156-ND,PC-11482-A,Bud Industries,BOX ABS GRAY 7.08""L X 10.24""W,115,203,"32.80000","0","1","Plasticase Style D","Active","Box","7.075"" L x 10.240"" W (179.71mm x 260.10mm)","2.560"" (65.02mm)","72.5in² (468cm²)","Split Sides and End Panel(s)","Plastic, ABS with Aluminum Panels","Gray","0.120"" (3.05mm)","Card Guides, PCB Supports","-","UL94 V-0"
http://www.budind.com/pdf/hb10241.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NBB-22241.JPG,377-2035-ND,NBB-22241,Bud Industries,BOX ABS GRAY 10.75""L X 6.78""W,190,40,"33.70000","0","1","NBB","Active","Box","10.750"" L x 6.780"" W (273.05mm x 172.21mm)","4.332"" (110.03mm)","72.8in² (470cm²)","Hinged Door, Lid","Plastic, ABS","Gray","0.106"" (2.69mm)","Non-Metallic Hinges, PCB Supports","IP66, NEMA 1,2,3,3R,4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf/1550J.pdf,//media.digikey.com/Renders/Hammond%20Renders/1550JBK.jpg,HM1195-ND,1550JBK,Hammond Manufacturing,BOX ALUM BLACK 10.83""L X 6.89""W,200,294,"33.86000","0","1","1550","Active","Box","10.827"" L x 6.890"" W (275.00mm x 175.00mm)","2.622"" (66.60mm)","74.5in² (481cm²)","Cover Included","Metal, Aluminum","Black","0.098"" (2.49mm)","-","IP54","-"
http://www.hammondmfg.com/pdf/1457N1202.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1457N1202BK.jpg,HM1030-ND,1457N1202BK,Hammond Manufacturing,BOX ALUM BLACK 5.24""L X 4.25""W,685,333,"35.09000","0","1","1457","Active","Box","5.236"" L x 4.252"" W (132.99mm x 108.00mm)","2.305"" (58.55mm)","22.3in² (144cm²)","End Panel(s)","Metal, Aluminum","Black","0.060"" (1.52mm)","Card Guides, Mounting Flange, Watertight","IP65","-"
http://www.budind.com/pdf/hbpip11777.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PIP-11777.JPG,377-2136-ND,PIP-11777,Bud Industries,BOX PLSTC GRAY 10.04""L X 7.09""W,152,250,"37.10000","0","1","PIP","Active","Box","10.039"" L x 7.087"" W (254.99mm x 180.00mm)","4.921"" (125.00mm)","71.1in² (459cm²)","Cover Included","Plastic, Fiberglass/Polyester, Polycarbonate","Gray","0.135"" (3.43mm)","PCB Supports","IP67, NEMA 1,2,4,4X,6, UL-508","UL94 V-0"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105601/Spec-00276.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_A40xDSC.jpg,1441-1181-ND,A403DSC,"Hoffman Enclosures, Inc.",JUNCTION BOX STEEL 4.49""LX2.87""W,126,0,"37.72000","0","1","-","Active","Junction Box","4.488"" L x 2.874"" W (114.00mm x 73.00mm)","2.638"" (67.00mm)","12.9in² (83cm²)","Cover Included","Metal, Steel","Gray","16 Gauge","PCB Supports, Sealing Gasket, Wall Mount","IP67, NEMA 4,6,12,13, UL-508A","-"
http://www.budind.com/pdf/hb1335.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PN1335.JPG,377-1258-ND,PN-1335,Bud Industries,BOX PLSTC GRAY 10.43""L X 7.28""W,271,1632,"38.40000","0","1","PN","Active","Box","10.434"" L x 7.284"" W (265.02mm x 185.01mm)","3.740"" (95.00mm)","76.0in² (490cm²)","Cover Included","Plastic, Polycarbonate","Gray","0.120"" (3.05mm)","Card Guides, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.hammondmfg.com/pdf/1457K1201.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1457K1201EBK.jpg,HM3158-ND,1457K1201EBK,Hammond Manufacturing,BOX ALUM BLACK 5.12""L X 3.43""W,162,62,"38.64000","0","1","1457-EMI","Active","Box","5.118"" L x 3.425"" W (130.00mm x 87.00mm)","1.855"" (47.12mm)","17.5in² (113cm²)","End Panel(s)","Metal, Aluminum","Black","0.060"" (1.52mm)","Card Guides, EMI Shielded, Watertight","IP54","-"
http://www.budind.com/pdf/hb32012.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NBF-32312.jpg,377-1980-ND,NBF-32312,Bud Industries,BOX ABS/PBT GRAY 7.87""L X 5.9""W,338,89,"38.85000","0","1","NBF","Active","Box","7.870"" L x 5.900"" W (199.90mm x 149.86mm)","3.930"" (99.82mm)","46.3in² (299cm²)","Hinged Door, Lid","Plastic, ABS/PBT Blend","Gray","0.115"" (2.92mm)","PCB Supports, Non-Metallic Hinges","IP66, NEMA 1,2,4,4X,12,13","UL94 5VA"
http://www.budind.com/pdf/hb32026.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NBF-32026.jpg,377-1767-ND,NBF-32026,Bud Industries,BOX ABS GRAY 15.74""L X 11.81""W,203,467,"38.85000","0","1","NBF","Active","Box","15.740"" L x 11.810"" W (399.80mm x 299.97mm)","6.290"" (159.77mm)","186in² (1200cm²)","Hinged Door, Lid","Plastic, ABS","Gray","0.165"" (4.20mm)","PCB Supports, Non-Metallic Hinges","IP66, NEMA 1,2,4,4X,12,13","UL94 HB"
http://www.budind.com/pdf/hb3933.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/IPS-3933.jpg,377-1829-ND,IPS-3933,Bud Industries,BOX ALUM NAT 10.32""L X 7.17""W,162,0,"39.00000","0","1","IPS","Active","Box","10.315"" L x 7.165"" W (262.00mm x 181.99mm)","2.165"" (55.00mm)","73.9in² (477cm²)","Cover Included","Metal, Aluminum","Natural","0.098"" (2.49mm)","PCB Supports, Sealed","IP67, NEMA 1,2,4,4X,12,13","-"
https://www.pomonaelectronics.com/file/17213/download?token=VzJERIKg,//media.digikey.com/photos/Pomona%20Photos/3231.jpg,501-1106-ND,3231,Pomona Electronics,BOX ALUM BLUE 2.25""L X 1.38""W,272,0,"40.99000","0","1","Size B","Active","Box","2.250"" L x 1.380"" W (57.15mm x 35.05mm)","1.130"" (28.70mm)","3.11in² (20.1cm²)","Cover Included","Metal, Aluminum","Blue","-","EMI Shielded, External Connectors","-","-"
https://www.pomonaelectronics.com/file/17123/download?token=ivAnNvtN,//media.digikey.com/photos/Pomona%20Photos/2391.jpg,501-1070-ND,2391,Pomona Electronics,BOX ALUM BLUE 2.25""L X 1.13""W,270,0,"41.99000","0","1","Size A","Active","Box","2.250"" L x 1.130"" W (57.15mm x 28.70mm)","0.880"" (22.35mm)","2.54in² (16.4cm²)","Cover Included","Metal, Aluminum","Blue","-","EMI Shielded, External Connectors","-","-"
https://www.pomonaelectronics.com/file/17121/download?token=56yJsOU5,//media.digikey.com/photos/Pomona%20Photos/2390.jpg,501-1069-ND,2390,Pomona Electronics,BOX ALUM BLUE 2.25""L X 1.13""W,182,0,"41.99000","0","1","Size A","Active","Box","2.250"" L x 1.130"" W (57.15mm x 28.70mm)","0.880"" (22.35mm)","2.54in² (16.4cm²)","Cover Included","Metal, Aluminum","Blue","-","EMI Shielded, External Connectors","-","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M29215000.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/292150000.jpg,902-1024-ND,292150000,Rose Enclosures,BOX PLASTIC YLW 3.35""L X 4.13""W,124,0,"42.32000","0","1","2921","Active","Box","3.346"" L x 4.134"" W (85.00mm x 105.00mm)","11.063"" (281.00mm)","13.8in² (89cm²)","Hand Held, T-Shaped, Cover Included","Plastic, Polyamide","Yellow","0.118"" (3.00mm)","Removable Front Panel","IP65, NEMA 12","-"
http://www.budind.com/pdf/hban2857a.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/AN-2857-AB.jpg,377-2375-ND,AN-2857-AB,Bud Industries,BOX ALUM BLACK 8.75""L X 5.75""W,906,125,"44.00000","0","1","AN-A","Active","Box","8.750"" L x 5.750"" W (222.25mm x 146.05mm)","2.170"" (55.12mm)","50.3in² (325cm²)","Cover Included","Metal, Aluminum","Black","0.120"" (3.05mm)","Mounting Flange, PCB Supports, Watertight","IP68, NEMA 4X,6,6P,12,13","-"
//media.digikey.com/pdf/Data%20Sheets/Flambeau%20PDFs/U45P.pdf,//media.digikey.com/photos/Flambeau%20Photos/U45P.jpg,510-1024-ND,U45P,Flambeau Inc.,COMP STORAGE PLSTC 16.5""L X 12""W,429,0,"44.31000","0","1","Parts Station™","Active","Component Storage","16.500"" L x 12.000"" W (419.10mm x 304.80mm)","6.250"" (158.75mm)","198in² (1277cm²)","Individual Drawers","Plastic, Non Specified","Black","-","Compartments/Drawers - 45","-","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M01161609.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/011616090.jpg,902-1306-ND,011616090,Rose Enclosures,BOX ALUM GRAY 6.3""L X 6.3""W,110,0,"51.71000","0","1","01","Active","Box","6.299"" L x 6.299"" W (160.00mm x 160.00mm)","3.583"" (91.00mm)","39.7in² (256cm²)","Cover Included","Metal, Aluminum","Gray","0.157"" (4.00mm)","Watertight","IP66, NEMA 1,2,4,4X, UL-508","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M29400200.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_29400200.jpg,902-1219-ND,29400200,Rose Enclosures,BOX PLASTIC YLW 7.48""L X 2.76""W,112,0,"52.33000","0","1","2940","Active","Box","7.480"" L x 2.756"" W (190.00mm x 70.00mm)","3.661"" (93.00mm)","20.6in² (133cm²)","Hand Held, T-Shaped, Cover Included","Plastic, Polyamide","Yellow","0.118"" (3.00mm)","Removable Front Panel","IP65, NEMA 12","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M29214000.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/292140000.jpg,902-1023-ND,292140000,Rose Enclosures,BOX PLASTIC YLW 3.35""L X 6.3""W,184,0,"53.15000","0","1","2921","Active","Box","3.346"" L x 6.299"" W (85.00mm x 160.00mm)","8.898"" (226.00mm)","21.1in² (136cm²)","Hand Held, T-Shaped, Cover Included","Plastic, Polyamide","Yellow","0.118"" (3.00mm)","Removable Front Panel","IP65, NEMA 12","-"
https://www.hammfg.com/files/parts/pdf/1590Z150.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590Z150.jpg,HM603-ND,1590Z150,Hammond Manufacturing,BOX ALUM UNPAINTED 8.69""LX4.74""W,344,1392,"53.79000","0","1","1590Z","Active","Box","8.691"" L x 4.744"" W (220.75mm x 120.50mm)","3.209"" (81.51mm)","41.2in² (266cm²)","Cover Included","Metal, Aluminum","Unpainted","0.080"" (2.03mm)","Watertight","IP66","-"
http://www.budind.com/pdf/hb10245.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NBB-22245.jpg,377-2037-ND,NBB-22245,Bud Industries,BOX ABS GRAY 13.01""L X 13""W,152,205,"54.60000","0","1","NBB","Active","Box","13.010"" L x 13.000"" W (330.45mm x 330.20mm)","7.042"" (178.87mm)","169in² (1090cm²)","Hinged Door, Lid","Plastic, ABS","Gray","0.128"" (3.25mm)","Non-Metallic Hinges, PCB Supports","IP66, NEMA 1,2,3,3R,4,4X,12,13","UL94 HB"
http://www.rose-pw.de/fileadmin/template_rose/rose_system/media/images/pdf-grau.png,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_2930.jpg,902-1213-ND,293001000,Rose Enclosures,BOX PLASTIC YLW 7.87""L X 4.53""W,224,0,"55.93000","0","1","2930","Active","Box","7.874"" L x 4.528"" W (200.00mm x 115.00mm)","3.661"" (93.00mm)","35.6in² (230cm²)","Hand Held, T-Shaped, Cover Included","Plastic, Polyamide","Yellow","0.157"" (4.00mm)","Removable Front Panel","IP65, NEMA 12","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M04162408.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/041624080.jpg,902-1011-ND,041624080,Rose Enclosures,BOX ALUM GRAY 9.45""L X 6.3""W,452,0,"65.00000","0","1","Aluform","Active","Box","9.449"" L x 6.299"" W (240.00mm x 160.00mm)","3.189"" (81.00mm)","59.5in² (384cm²)","Cover Included","Metal, Aluminum","Gray","0.118"" (3.00mm)","PCB Supports, Watertight","IP66, NEMA 1,2,4,4X, UL-508","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M02163609.pdf,//media.digikey.com/photos/Rose%20&%20Bopla%20Enclosures/021636090.JPG,902-1019-ND,021636090,Rose Enclosures,BOX FIBERGLASS GRY 14.17""LX6.3""W,155,0,"73.84000","0","1","02","Active","Box","14.173"" L x 6.299"" W (360.00mm x 160.00mm)","3.583"" (91.00mm)","89.3in² (576cm²)","Cover Included","Fiberglass/Polyester","Gray","0.236"" (6.00mm)","Watertight","IP66, NEMA 1,2,4,4X, UL-508","UL94 V-0"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M04202807.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/042028070.jpg,902-1013-ND,042028070,Rose Enclosures,BOX ALUM GRAY 11.02""L X 7.87""W,145,0,"76.31000","0","1","Aluform","Active","Box","11.024"" L x 7.874"" W (280.00mm x 200.00mm)","2.854"" (72.50mm)","86.8in² (560cm²)","Cover Included","Metal, Aluminum","Gray","0.157"" (4.00mm)","PCB Supports, Watertight","IP66, NEMA 1,2,4,4X, UL-508","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M01181810.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/011818100.JPG,902-1210-ND,011818100,Rose Enclosures,BOX ALUM GRAY 7.09""L X 7.09""W,175,0,"77.48000","0","1","01","Active","Box","7.087"" L x 7.087"" W (180.00mm x 180.00mm)","3.976"" (101.00mm)","50.2in² (324cm²)","Cover Included","Metal, Aluminum","Gray","0.157"" (4.00mm)","Watertight","IP66, NEMA 1,2,4,4X, UL-508","-"
https://www.hammfg.com/files/parts/pdf/EJ1086.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/EJ1086.jpg,HM409-ND,EJ1086,Hammond Manufacturing,BOX STEEL GRAY 10""L X 8""W,35,835,"81.88000","0","1","Eclipse Junior","Active","Box","10.000"" L x 8.000"" W (254.00mm x 203.20mm)","6.000"" (152.40mm)","80.0in² (516cm²)","Hinged Door, Lid","Metal, Steel","Gray","16 Gauge","Interior Panels, Mounting Flange, Stainless Steel Hinges","IP66, NEMA 3R,4,12,13, UL-508","-"
http://www.budind.com/pdf/hb10144.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/NBA-10144.jpg,377-1138-ND,NBA-10144,Bud Industries,BOX ABS GRAY 11.83""L X 7.85""W,152,154,"83.10000","0","1","NBA","Active","Box","11.832"" L x 7.848"" W (300.53mm x 199.34mm)","7.085"" (179.96mm)","92.9in² (599cm²)","Hinged Door, Lid","Plastic, ABS","Gray","0.140"" (3.56mm)","PCB Supports, Stainless Steel Hinges","IP66, NEMA 1,2,4,4X,12,13","UL94 5VB"
http://www.budind.com/pdf/hb10543.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/NBE-10563.jpg,377-1146-ND,NBE-10563,Bud Industries,BOX ABS/PC 11.28""L X 7.48""W,74,197,"85.35000","0","1","NBE","Active","Box","11.280"" L x 7.475"" W (286.51mm x 189.87mm)","5.515"" (140.08mm)","84.3in² (544cm²)","Hinged Door, Lid","Plastic, ABS/PC Blend","Gray, Clear Cover/Door","-","PCB Supports, Non-Metallic Hinges","IP66, NEMA 1,2,4,4X,12,13","UL94 5VA, UL94 V-0"
https://www.hammfg.com/files/parts/pdf/EJ12105.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/EJ12105.jpg,HM426-ND,EJ12105,Hammond Manufacturing,BOX STEEL GRAY 12""L X 10""W,24,573,"92.27000","0","1","Eclipse Junior","Active","Box","12.000"" L x 10.000"" W (304.80mm x 254.00mm)","5.000"" (127.00mm)","120in² (774cm²)","Hinged Door, Lid","Metal, Steel","Gray","16 Gauge","Interior Panels, Mounting Flange, Stainless Steel Hinges","IP66, NEMA 3R,4,12,13, UL-508","-"
https://www.hammfg.com/files/parts/pdf/EJ12126.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/EJ12126.jpg,HM411-ND,EJ12126,Hammond Manufacturing,BOX STEEL GRAY 12""L X 12""W,76,743,"98.01000","0","1","Eclipse Junior","Active","Box","12.000"" L x 12.000"" W (304.80mm x 304.80mm)","6.000"" (152.40mm)","144in² (929cm²)","Hinged Door, Lid","Metal, Steel","Gray","16 Gauge","Interior Panels, Mounting Flange, Stainless Steel Hinges","IP66, NEMA 3R,4,12,13, UL-508","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M01232011.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/012320118.jpg,902-1313-ND,012320118,Rose Enclosures,BOX ALUM UNPAINTED 9.13""LX7.95""W,80,0,"102.91000","0","1","01","Active","Box","9.134"" L x 7.953"" W (232.00mm x 202.00mm)","4.370"" (111.00mm)","72.5in² (468cm²)","Cover Included","Metal, Aluminum","Unpainted","0.157"" (4.00mm)","Watertight","IP66, NEMA 1,2,4,4X, UL-508","-"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105051/Spec-00214.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/POLYPRO-Type4.JPG,1441-1044-ND,A12106PHC,"Hoffman Enclosures, Inc.",BOX PLASTIC GRAY 12.09""LX10.08""W,40,0,"108.15000","0","1","-","Active","Box","12.087"" L x 10.079"" W (307.00mm x 256.00mm)","6.378"" (162.00mm)","122in² (787cm²)","Hinged Door, Lid","Plastic, Polypropylene","Gray","0.630"" (16.00mm)","Mounting Flange, Wall Mount","IP66, NEMA 4,4X,12,13, UL-508A","-"
http://www.budind.com/pdf/hb32032.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NBF-32132.JPG,377-1779-ND,NBF-32132,Bud Industries,BOX ABS/PC GRY 19.68""L X 15.74""W,70,360,"111.20000","0","1","NBF","Active","Box","19.680"" L x 15.740"" W (499.87mm x 399.80mm)","6.290"" (159.77mm)","310in² (2000cm²)","Hinged Door, Lid","Plastic, ABS/PC Blend","Gray","0.165"" (4.20mm)","PCB Supports, Non-Metallic Hinges","IP66, NEMA 1,2,4,4X,12,13","UL94 5VA"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105597/Spec-00272.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/AxxxxCH_CntnsHng-ClmpType12.JPG,1441-1000-ND,A10086CH,"Hoffman Enclosures, Inc.",JUNCTION BOX STEEL 10""L X 8""W,51,0,"111.30000","0","1","-","Active","Junction Box","10.000"" L x 7.992"" W (254.00mm x 203.00mm)","5.984"" (152.00mm)","80.0in² (516cm²)","Hinged Door, Lid","Metal, Steel","Gray","14 Gauge","Sealing Gasket","IP65, NEMA 12, 13, UL-50, 50E","-"
https://www.budind.com/pdf/hb3731.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/SNB-3737.jpg,377-1580-ND,SNB-3737,Bud Industries,BOX STEEL GRAY 15.75""L X 15.75""W,201,3,"113.70000","0","1","SNB","Active","Box","15.750"" L x 15.750"" W (400.05mm x 400.05mm)","7.870"" (199.90mm)","248in² (1600cm²)","Hinged Door, Lid","Metal, Steel","Gray","16 Gauge","Interior Panels, Mounting Flange","IP66, NEMA 1,2,4,4X, UL-508","-"
https://www.hammfg.com/files/parts/pdf/1590Z231.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590Z231.jpg,HM846-ND,1590Z231,Hammond Manufacturing,BOX ALUM UNPAINTED 7.87""LX9.06""W,118,93,"122.24000","0","1","1590Z","Active","Box","7.874"" L x 9.055"" W (200.00mm x 230.00mm)","4.390"" (111.51mm)","71.3in² (460cm²)","Cover Included","Metal, Aluminum","Unpainted","0.080"" (2.03mm)","Watertight","IP66","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M01232811.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_012328118.jpg,902-1314-ND,012328118,Rose Enclosures,BOX ALUM UNPTD 11.02""L X 9.06""W,67,0,"127.56000","0","1","01","Active","Box","11.024"" L x 9.055"" W (280.00mm x 230.00mm)","4.370"" (111.00mm)","99.8in² (644cm²)","Cover Included","Metal, Aluminum","Unpainted","0.157"" (4.00mm)","Watertight","IP66, NEMA 1,2,4,4X, UL-508","-"
//media.digikey.com/pdf/Data%20Sheets/LMB%20Heeger%20PDFs/UPS_Series.pdf,//media.digikey.com/Photos/LMB%20Heeger%20Photos/UPS-350-12-9-BLUE%5EWHITE.jpg,L182-ND,UPS 350-12-9-BLUE/WHITE,LMB Heeger Inc.,CABINET ALUM 8.88""L X 11.75""W,89,0,"129.42000","0","1","Uni-Pac","Active","Cabinet","8.875"" L x 11.750"" W (225.43mm x 298.45mm)","3.313"" (84.15mm)","104in² (671cm²)","End Panel(s)","Metal, Aluminum","Blue, White","0.063"" (1.60mm)","Separate Panel or Cover Thickness","-","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M01232811.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_012328110.jpg,902-1201-ND,012328110,Rose Enclosures,BOX ALUM GRAY 11.02""L X 9.06""W,27,0,"134.61000","0","1","01","Active","Box","11.024"" L x 9.055"" W (280.00mm x 230.00mm)","4.370"" (111.00mm)","99.8in² (644cm²)","Cover Included","Metal, Aluminum","Gray","0.157"" (4.00mm)","Watertight","IP66, NEMA 1,2,4,4X, UL-508","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M01233311.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/012333110.jpg,902-1202-ND,012333110,Rose Enclosures,BOX ALUM GRAY 12.99""L X 9.06""W,60,0,"137.37000","0","1","01","Active","Box","12.992"" L x 9.055"" W (330.00mm x 230.00mm)","4.370"" (111.00mm)","118in² (761cm²)","Cover Included","Metal, Aluminum","Gray","0.157"" (4.00mm)","Watertight","IP66, NEMA 1,2,4,4X, UL-508","-"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105597/Spec-00272.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/AxxxxCH_CntnsHng-ClmpType12.JPG,1441-1084-ND,A1412CH,"Hoffman Enclosures, Inc.",JUNCTION BOX STEEL 14""L X 12""W,33,0,"147.98000","0","1","-","Active","Junction Box","14.016"" L x 12.008"" W (356.00mm x 305.00mm)","5.984"" (152.00mm)","168in² (1084cm²)","Hinged Door, Lid","Metal, Steel","Gray","14 Gauge","Sealing Gasket","IP65, NEMA 12, 13, UL-50, 50E","-"
http://www.budind.com/pdf/hb6163.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/IA-6163.jpg,377-1564-ND,IA-6163,Bud Industries,CASE ALUM MULT 12.93""L X 10.16""W,45,36,"162.60000","0","1","-","Active","Case","12.930"" L x 10.160"" W (328.42mm x 258.06mm)","4.020"" (102.11mm)","131in² (845cm²)","End Panel(s)","Metal, Aluminum with Plastic Bezels, Handle","Multiple","-","Handles","-","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M29500100.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_2950.jpg,902-1217-ND,295001000,Rose Enclosures,BOX PLASTIC YLW 11.61""L X 6.46""W,35,0,"162.75000","0","1","2950","Active","Box","11.614"" L x 6.457"" W (295.00mm x 164.00mm)","4.567"" (116.00mm)","75.0in² (484cm²)","Hand Held, Split Sides","Plastic, Polyamide","Yellow","0.118"" (3.00mm)","Removable Front Panel","IP66, NEMA 4X","-"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105597/Spec-00272.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/AxxxxCH_CntnsHng-ClmpType12.JPG,1441-1079-ND,A14128CH,"Hoffman Enclosures, Inc.",JUNCTION BOX STEEL 14""L X 12""W,54,0,"169.54000","0","1","-","Active","Junction Box","14.016"" L x 12.008"" W (356.00mm x 305.00mm)","7.992"" (203.00mm)","168in² (1084cm²)","Hinged Door, Lid","Metal, Steel","Gray","14 Gauge","Sealing Gasket","IP65, NEMA 12, 13, UL-50, 50E","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M01234011.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_012340110.jpg,902-1318-ND,012340110,Rose Enclosures,BOX ALUM GRAY 15.75""L X 9.06""W,30,0,"192.71000","0","1","01","Active","Box","15.748"" L x 9.055"" W (400.00mm x 230.00mm)","4.370"" (111.00mm)","143in² (923cm²)","Cover Included","Metal, Aluminum","Gray","0.157"" (4.00mm)","Watertight","IP66, NEMA 1,2,4,4X, UL-508","-"
