Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Function","Actuator Type","Operating Pressure","Orifice Diameter","Fluid Type","Connection Method","For Use With/Related Products","Mounting Type","Features"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81514101.JPG,966-1254-ND,81514101,Crouzet,SUB-BASE END DIN RAIL,0,0,"Obsolete","0","1","-","Obsolete","Sub-Base, End","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Solenoid Valve","DIN Rail","-"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81514161.JPG,966-1255-ND,81514161,Crouzet,SUB-BASE INTERMEDIATE DIN RAIL,0,0,"Obsolete","0","1","-","Obsolete","Sub-Base, Intermediate","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Solenoid Valve","DIN Rail","-"
-,//media.digikey.com/Photos/Crouzet%20Photos/81517301.JPG,966-1263-ND,81517301,Crouzet,PNEUM VALVE SUB BASE DIN DOUBLE,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/8151740x.pdf,-,81517401-ND,81517401,Crouzet,SOLENOID VALVE ASSEMBLY CHAS MNT,0,0,"Obsolete","0","1","-","Obsolete","Solenoid Valve Bank","-","-","-","-","Air, Inert Gas","Push-In Connection for Tubing 6.00mm Dia","-","Chassis Mount","Supply Voltage 24VDC"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/8151740x.pdf,-,81517402-ND,81517402,Crouzet,SOLENOID VALVE ASSEMBLY CHAS MNT,0,0,"Obsolete","0","1","-","Obsolete","Solenoid Valve Bank","-","-","-","-","Air, Inert Gas","Push-In Connection for Tubing 6.00mm Dia","-","Chassis Mount","Supply Voltage 24VDC"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/8151740x.pdf,-,81517403-ND,81517403,Crouzet,SOLENOID VALVE ASSEMBLY CHAS MNT,0,0,"Obsolete","0","1","-","Obsolete","Solenoid Valve Bank","-","-","-","-","Air, Inert Gas","Push-In Connection for Tubing 6.00mm Dia","-","Chassis Mount","Supply Voltage 24VDC"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/8151740x.pdf,-,81517404-ND,81517404,Crouzet,SOLENOID VALVE ASSEMBLY CHAS MNT,0,0,"Obsolete","0","1","-","Obsolete","Solenoid Valve Bank","-","-","-","-","Air, Inert Gas","Push-In Connection for Tubing 6.00mm Dia","-","Chassis Mount","Supply Voltage 24VDC"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/815180x0_1x0_2x0.pdf,-,81518010-ND,81518010,Crouzet,SUB-BASE CHASSIS MOUNT,0,0,"Obsolete","0","1","-","Obsolete","Sub-Base","-","-","-","-","-","Push-In Connection for Tubing 6.00mm Dia","Control Valve","Chassis Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/815180x0_1x0_2x0.pdf,-,81518020-ND,81518020,Crouzet,SUB-BASE CHASSIS MOUNT,0,0,"Obsolete","0","1","-","Obsolete","Sub-Base","-","-","-","-","-","Threaded 1/8"" BSP","Control Valve","Chassis Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/815180x0_1x0_2x0.pdf,-,81518110-ND,81518110,Crouzet,SUB-BASE INTERMEDIATE CHASSIS MT,0,0,"Obsolete","0","1","-","Obsolete","Sub-Base, Intermediate","-","-","-","-","-","Push-In Connection for Tubing 6.00mm Dia","Control Valve","Chassis Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/815180x0_1x0_2x0.pdf,-,81518120-ND,81518120,Crouzet,SUB-BASE INTERMEDIATE CHASSIS MT,0,0,"Obsolete","0","1","-","Obsolete","Sub-Base, Intermediate","-","-","-","-","-","Threaded 1/8"" BSP","Control Valve","Chassis Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/815180x0_1x0_2x0.pdf,-,81518210-ND,81518210,Crouzet,SUB-BASE INTERMEDIATE CHASSIS MT,0,0,"Obsolete","0","1","-","Obsolete","Sub-Base, Intermediate","-","-","-","-","-","Push-In Connection for Tubing 6.00mm Dia","Control Valve","Chassis Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/815180x0_1x0_2x0.pdf,-,81518220-ND,81518220,Crouzet,SUB-BASE INTERMEDIATE CHASSIS MT,0,0,"Obsolete","0","1","-","Obsolete","Sub-Base, Intermediate","-","-","-","-","-","Threaded 1/8"" BSP","Control Valve","Chassis Mount","-"
-,-,966-1269-ND,81519631,Crouzet,PNEUM VLV SLND 12VDC MAINT OVRRD,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,-,966-1274-ND,81519775,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"Obsolete","0","1","-","Obsolete","Solenoid Valve","3/2 Normally Closed","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 48VAC"
-,-,966-1145-ND,81540010,Crouzet,PNEUM LOGIC OR ELEMENT PLUG-IN,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,81541004-ND,81541004,Crouzet,PNEUM LOGIC AND ELEMENT PLUG-IN,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,81541010-ND,81541010,Crouzet,PNEUM LOGIC AND ELEMENT PLUG-IN,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/81543006_206.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81543006.jpg,966-1295-ND,81543006,Crouzet,SUB-BASE ROD MOUNT,0,0,"Obsolete","0","0","-","Obsolete","Sub-Base","-","-","44 ~ 145PSI (3 ~ 10 bar)","-","-","Push-In Connection for Tubing 6.00mm Dia","Control Valve","Rod Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/81543006_206.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81543206.jpg,966-1296-ND,81543206,Crouzet,SUB-BASE ROD MOUNT,0,0,"Obsolete","0","0","-","Obsolete","Sub-Base","-","-","44 ~ 145PSI (3 ~ 10 bar)","-","-","Push-In Connection for Tubing 5/16"" (8.00mm) Dia","Control Valve","Rod Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/81213101_81544101.pdf,-,81544101-ND,81544101,Crouzet,SUB-BASE ROD MOUNT,0,0,"Obsolete","0","1","-","Obsolete","Sub-Base","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia, 5/16"" (8.00mm) Dia","Control Valve","Rod Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/81545001_004.pdf,-,81545004-ND,81545004,Crouzet,VAC GEN PRES OPERATED FREE HANG,0,0,"Obsolete","0","1","-","Obsolete","Vacuum Generator","Pressure Operated","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 6.00mm Dia","-","Free Hanging (In-Line)","-"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81547001.jpg,966-1300-ND,81547001,Crouzet,SOLENOID VALVE 2/2 NC CHASSIS MT,0,0,"Obsolete","0","1","-","Obsolete","Solenoid Valve","2/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.032"" (0.80mm)","Air, Inert Gas, Liquid","Threaded M5","-","Chassis Mount","Supply Voltage 24VDC"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,-,81547501-ND,81547501,Crouzet,SOLENOID VALVE 2/2 NC CHASSIS MT,0,0,"Obsolete","0","1","-","Obsolete","Solenoid Valve","2/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.032"" (0.80mm)","Air, Inert Gas, Liquid","Threaded M5","-","Chassis Mount","Supply Voltage 24VDC"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,-,81548012-ND,81548012,Crouzet,SOLENOID VALVE 3/2 NC CHASSIS MT,0,0,"Obsolete","0","1","-","Obsolete","Solenoid Valve","3/2 Normally Closed","-","0 ~ 30PSI (0 ~ 2 bar)","0.059"" (1.50mm)","Air, Inert Gas, Liquid","Threaded M5","-","Chassis Mount","Manual Override, Supply Voltage 24VDC"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/8154x01x_51_8154951x_51.pdf,-,81548051-ND,81548051,Crouzet,SOLENOID VALVE 3/2 NO CHASSIS MT,0,0,"Obsolete","0","1","-","Obsolete","Solenoid Valve","3/2 Normally Open","-","15 ~ 116PSI (1 ~ 8 bar)","0.032"" (0.80mm)","Air, Inert Gas, Liquid","Threaded M5","-","Chassis Mount","Manual Override, Supply Voltage 24VDC"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/8154x01x_51_8154951x_51.pdf,-,81549051-ND,81549051,Crouzet,SOLENOID VALVE 3/2 NO CHASSIS MT,0,0,"Obsolete","0","1","-","Obsolete","Solenoid Valve","3/2 Normally Open","-","15 ~ 116PSI (1 ~ 8 bar)","0.032"" (0.80mm)","Air, Inert Gas, Liquid","Threaded M5","-","Chassis Mount","Manual Override, Supply Voltage 24VDC"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/8154x01x_51_8154951x_51.pdf,-,81549551-ND,81549551,Crouzet,SOLENOID VALVE 3/2 NO CHASSIS MT,0,0,"Obsolete","0","1","-","Obsolete","Solenoid Valve","3/2 Normally Open","-","15 ~ 116PSI (1 ~ 8 bar)","0.032"" (0.80mm)","Air, Inert Gas, Liquid","Threaded M5","-","Chassis Mount","Manual Override, Supply Voltage 24VDC"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/Man-Machine-interface-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81715511.jpg,966-1148-ND,81715511,Crouzet,CONTROL VALVE 3/2 NC PANEL MOUNT,0,0,"Obsolete","0","10","-","Obsolete","Control Valve, Momentary","3/2 Normally Closed","Paddle","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Panel Mount","Operating Force 8 ~ 18N"
-,-,81716011-ND,81716011,Crouzet,PNEUM VALVE 3POS LEVER BLACK NC,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,81716012-ND,81716012,Crouzet,PNEUM VALVE 3POS LEVER RED NC,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,81733501-ND,81733501,Crouzet,PNEUM VALVE DUAL RND PSHBTN NC,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,81733512-ND,81733512,Crouzet,PNEUM VALVE RND PSHBTN RED NC,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,966-1317-ND,81735012,Crouzet,PNEUM VALVE RND PSHBTN RED NO,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,81519037-ND,81519037,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"Obsolete","0","3","-","Obsolete","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Supply Voltage 24VDC"
-,-,81521507-ND,81521507,Crouzet,LOGIC OR ELEMENT SUB-BASE MOUNT,0,0,"Obsolete","0","0","-","Obsolete","Logic Element","LOGIC OR","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
