Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Coil Type","Voltage - Rated","Current Rating (Amps)","Steps per Revolution","Step Angle","Accuracy","Torque - Holding (oz-in / mNm)","Size / Dimension","NEMA Frame Size","Diameter - Shaft","Length - Shaft and Bearing","Mounting Hole Spacing","Termination Style","Operating Temperature","Coil Resistance","Features"
https://www.cui.com/product/resource/digikeypdf/nema23-amt112s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_NEMA23-AMT112S.jpg,102-4725-ND,NEMA23-17-15PD-AMT112S,CUI Inc.,STEPPER MOTOR W/ INCREMENTAL ENC,5,0,"121.87000","0","1","NEMA23-AMT112S","Active","-","Bipolar","24 ~ 80VDC","4.2A","200","1.8°","±0.2%","85 / 600.23","Square - 2.252"" x 2.252"" (57.20mm x 57.20mm)","23","0.250"" (6.35mm)","0.811"" (20.60mm)","1.819"" (46.20mm)","Connector","-20°C ~ 50°C","0.3 Ohms","Integrated Encoder, Flatted Shaft"
https://www.cui.com/product/resource/digikeypdf/nema17-amt112s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_NEMA17-AMT112S.jpg,102-4712-ND,NEMA17-23-01D-AMT112S,CUI Inc.,STEPPER MOTOR W/ INCREMENTAL ENC,12,0,"123.10000","0","1","NEMA17-AMT112S","Active","-","Bipolar","24 ~ 48VDC","2A","200","1.8°","±0.2%","110 / 776.77","Square - 1.669"" x 1.669"" (42.40mm x 42.40mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-20°C ~ 50°C","2 Ohms","Integrated Encoder, Flatted Shaft"
https://www.cui.com/product/resource/digikeypdf/nema23-amt112s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_NEMA23-AMT112S.jpg,102-4722-ND,NEMA23-22-02SD-AMT112S,CUI Inc.,STEPPER MOTOR W/ INCREMENTAL ENC,9,0,"128.07000","0","1","NEMA23-AMT112S","Active","-","Bipolar","24 ~ 80VDC","2.1A","200","1.8°","±0.2%","170 / 1200.46","Square - 2.252"" x 2.252"" (57.20mm x 57.20mm)","23","0.250"" (6.35mm)","0.811"" (20.60mm)","1.819"" (46.20mm)","Connector","-20°C ~ 50°C","1.8 Ohms","Integrated Encoder, Flatted Shaft"
https://www.cui.com/product/resource/digikeypdf/nema23-amt112s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_NEMA23-AMT112S.jpg,102-4721-ND,NEMA23-22-02PD-AMT112S,CUI Inc.,STEPPER MOTOR W/ INCREMENTAL ENC,8,0,"128.07000","0","1","NEMA23-AMT112S","Active","-","Bipolar","24 ~ 80VDC","4.2A","200","1.8°","±0.2%","170 / 1200.46","Square - 2.252"" x 2.252"" (57.20mm x 57.20mm)","23","0.250"" (6.35mm)","0.811"" (20.60mm)","1.819"" (46.20mm)","Connector","-20°C ~ 50°C","0.5 Ohms","Integrated Encoder, Flatted Shaft"
https://www.cui.com/product/resource/digikeypdf/nema08-amt112s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_NEMA08-AMT112S.jpg,102-4703-ND,NEMA08-13-01D-AMT112S,CUI Inc.,STEPPER MOTOR W/ INCREMENTAL ENC,13,0,"139.28000","0","1","NEMA08-AMT112S","Active","-","Bipolar","24 ~ 48VDC","600mA","200","1.8°","±0.2%","3 / 21.19","Square - 0.799"" x 0.799"" (20.30mm x 20.30mm)","8","0.157"" (4.00mm)","0.591"" (15.00mm)","0.630"" (16.00mm)","Connector","-20°C ~ 50°C","6.5 Ohms","Integrated Encoder"
https://www.cui.com/product/resource/digikeypdf/nema08-amt112s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_NEMA08-AMT112S.jpg,102-4704-ND,NEMA08-17-01D-AMT112S,CUI Inc.,STEPPER MOTOR W/ INCREMENTAL ENC,9,0,"143.24000","0","1","NEMA08-AMT112S","Active","-","Bipolar","24 ~ 48VDC","800mA","200","1.8°","±0.2%","4 / 28.25","Square - 0.799"" x 0.799"" (20.30mm x 20.30mm)","8","0.157"" (4.00mm)","0.591"" (15.00mm)","0.630"" (16.00mm)","Connector","-20°C ~ 50°C","5.4 Ohms","Integrated Encoder"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD-1076_hardware_manual_V102.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD57-1-1076.jpg,1460-1324-ND,PD57-1-1076,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,5,0,"155.54000","0","1","PANdrive™","Active","Hybrid","Bipolar","2VDC","2.8A","200","1.8°","±5%","77.89 / 550","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","23","-","-","-","Wire Leads with Connector","-20°C ~ 50°C","0.7 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD-1076_hardware_manual_V102.pdf,-,1460-1325-ND,PD57-2-1076,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,5,0,"158.34000","0","1","PANdrive™","Active","Hybrid","Bipolar","2.3VDC","2.8A","200","1.8°","±5%","143.03 / 1010","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","23","-","-","-","Wire Leads with Connector","-20°C ~ 50°C","0.8 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Motors_Documents/QSH2818-8192-AT_Hardware_Manual_Rev1.00.pdf,-,1460-1371-ND,QSH2818-32-07-006-8192-AT,Trinamic Motion Control GmbH,STEP MOTOR HYBRID NEMA11 ENC 819,9,0,"168.59000","0","1","QMot QSH2818","Active","Hybrid","Bipolar","3.8VDC","670mA","200","1.8°","±5%","8.49 / 60","Square - 1.100"" x 1.100"" (28.00mm x 28.00mm)","11","0.197"" (5.00mm)","0.787"" (20.00mm)","0.906"" (23.00mm)","Wire Leads","-20°C ~ 50°C","5.6 Ohms","Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Motors_Documents/QSH4218-10000-AT_Hardware_Manual_Rev1.00.pdf,-,1460-1373-ND,QSH4218-35-10-027-10000-AT,Trinamic Motion Control GmbH,STEP MOTOR HYBRID NEMA17 ENC 100,8,0,"168.59000","0","1","QMot QSH4218","Active","Hybrid","Bipolar","5.3VDC","1A","200","1.8°","±5%","38.2 / 270","Square - 1.665"" x 1.665"" (42.30mm x 42.30mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Wire Leads","-20°C ~ 50°C","5.3 Ohms","Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Motors_Documents/QSH2818-8192-AT_Hardware_Manual_Rev1.00.pdf,-,1460-1372-ND,QSH2818-51-07-012-8192-AT,Trinamic Motion Control GmbH,STEP MOTOR HYBRID NEMA11 ENC 819,10,0,"182.40000","0","1","QMot QSH2818","Active","Hybrid","Bipolar","6.2VDC","670mA","200","1.8°","±5%","16.99 / 120","Square - 1.100"" x 1.100"" (28.00mm x 28.00mm)","11","0.197"" (5.00mm)","0.787"" (20.00mm)","0.906"" (23.00mm)","Wire Leads","-20°C ~ 50°C","9.2 Ohms","Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD-1076_hardware_manual_V102.pdf,-,1460-1326-ND,PD60-3-1076,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,10,0,"183.26000","0","1","PANdrive™","Active","Hybrid","Bipolar","3.36VDC","2.8A","200","1.8°","±5%","297.38 / 2100","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","-","-","-","Wire Leads with Connector","-20°C ~ 50°C","1.2 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Motors_Documents/QSH4218-10000-AT_Hardware_Manual_Rev1.00.pdf,-,1460-1374-ND,QSH4218-51-10-049-10000-AT,Trinamic Motion Control GmbH,STEP MOTOR HYBRID NEMA17 ENC 100,2,0,"184.53000","0","1","QMot QSH4218","Active","Hybrid","Bipolar","5VDC","1A","200","1.8°","±5%","69.39 / 490","Square - 1.665"" x 1.665"" (42.30mm x 42.30mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Wire Leads","-20°C ~ 50°C","5 Ohms","Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Motors_Documents/QSH5718-10000-AT_Hardware_Manual_Rev1.00.pdf,-,1460-1375-ND,QSH5718-51-28-101-10000-AT,Trinamic Motion Control GmbH,STEP MOTOR HYBRID NEMA23 ENC 100,9,0,"192.04000","0","1","QMot QSH5718","Active","Hybrid","Bipolar","2.3VDC","2.8A","200","1.8°","±5%","143.03 / 1010","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads","-20°C ~ 50°C","0.8 Ohms","Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD-1276_hardware_manual_V102.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD57-1-1276-CANOPEN.JPG,1460-1329-ND,PD57-1-1276-CANOPEN,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,5,0,"201.18000","0","1","PANdrive™","Active","Hybrid","Bipolar","2VDC","2.8A","200","1.8°","±5%","77.89 / 550","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","23","-","-","-","Wire Leads with Connector","-20°C ~ 50°C","0.7 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD-1276_hardware_manual_V102.pdf,-,1460-1330-ND,PD57-1-1276-TMCL,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,5,0,"201.18000","0","1","PANdrive™","Active","Hybrid","Bipolar","2VDC","2.8A","200","1.8°","±5%","77.89 / 550","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","23","-","-","-","Wire Leads with Connector","-20°C ~ 50°C","0.7 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD-1276_hardware_manual_V102.pdf,-,1460-1331-ND,PD57-2-1276-CANOPEN,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,12,0,"203.98000","0","1","PANdrive™","Active","Hybrid","Bipolar","2.3VDC","2.8A","200","1.8°","±5%","143.03 / 1010","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","23","-","-","-","Wire Leads with Connector","-20°C ~ 50°C","0.8 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD-1276_hardware_manual_V102.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD57-2-1276-TMCL.jpg,1460-1332-ND,PD57-2-1276-TMCL,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,11,0,"203.98000","0","1","PANdrive™","Active","Hybrid","Bipolar","2.3VDC","2.8A","200","1.8°","±5%","143.03 / 1010","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","23","-","-","-","Wire Leads with Connector","-20°C ~ 50°C","0.8 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD-1076_hardware_manual_V102.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD60-4-1076.jpg,1460-1327-ND,PD60-4-1076,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,12,0,"213.50000","0","1","PANdrive™","Active","Hybrid","Bipolar","4.17VDC","2.8A","200","1.8°","±5%","438.99 / 3100","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","-","-","-","Wire Leads with Connector","-20°C ~ 50°C","1.5 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-1370_hardware_manual_V110.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_PD42-1-1370.jpg,1460-1313-ND,PD42-1-1370-TMCL,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 0.22NM",9,0,"222.70000","0","1","PANdrive™","Active","Hybrid","Bipolar","2VDC","2A","200","1.8°","±5%","31.16 / 220","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-20°C ~ 50°C","1 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-1370_hardware_manual_V110.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_PD42-2-1370.jpg,1460-1314-ND,PD42-2-1370-TMCL,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 0.36NM",10,0,"226.20000","0","1","PANdrive™","Active","Hybrid","Bipolar","2.4VDC","2A","200","1.8°","±5%","50.98 / 360","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-20°C ~ 50°C","1.2 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Motors_Documents/QSH6018-10000-AT_Hardware_Manual_Rev1.00.pdf,-,1460-1377-ND,QSH6018-65-28-210-10000-AT,Trinamic Motion Control GmbH,STEP MOTOR HYBRID NEMA24 ENC 100,10,0,"228.29000","0","1","QMot QSH6018","Active","Hybrid","Bipolar","3.36VDC","2.8A","200","1.8°","±5%","297.4 / 2100","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.315"" (8.00mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads","-20°C ~ 50°C","1.2 Ohms","Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD-1276_hardware_manual_V102.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD60-3-1276-CANOPEN.jpg,1460-1333-ND,PD60-3-1276-CANOPEN,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,8,0,"228.90000","0","1","PANdrive™","Active","Hybrid","Bipolar","3.36VDC","2.8A","200","1.8°","±5%","297.38 / 2100","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","-","-","-","Wire Leads with Connector","-20°C ~ 50°C","1.2 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD-1276_hardware_manual_V102.pdf,-,1460-1334-ND,PD60-3-1276-TMCL,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,4,0,"228.90000","0","1","PANdrive™","Active","Hybrid","Bipolar","3.36VDC","2.8A","200","1.8°","±5%","297.38 / 2100","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","-","-","-","Wire Leads with Connector","-20°C ~ 50°C","1.2 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-x-1240_hardware_manual_V102.pdf,-,1460-1261-ND,PD42-1-1240-CANOPEN,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 0.22NM",8,0,"230.40000","0","1","PANdrive™","Active","Hybrid","Bipolar","2VDC","2A","200","1.8°","±5%","31.15 / 220","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Wire Leads with Connector","-20°C ~ 50°C","1.0 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Motors_Documents/QSH5718-10000-AT_Hardware_Manual_Rev1.00.pdf,-,1460-1376-ND,QSH5718-76-28-189-10000-AT,Trinamic Motion Control GmbH,STEP MOTOR HYBRID NEMA23 ENC 100,4,0,"230.68000","0","1","QMot QSH5718","Active","Hybrid","Bipolar","3.2VDC","2.8A","200","1.8°","±5%","267.6 / 1890","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads","-20°C ~ 50°C","1.13 Ohms","Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-x-1240_hardware_manual_V102.pdf,-,1460-1262-ND,PD42-2-1240-CANOPEN,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 0.36NM",6,0,"233.90000","0","1","PANdrive™","Active","Hybrid","Bipolar","2.4VDC","2A","200","1.8°","±5%","50.98 / 360","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Wire Leads with Connector","-20°C ~ 50°C","1.2 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-1370_hardware_manual_V110.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_PD42-3-1370.jpg,1460-1315-ND,PD42-3-1370-TMCL,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 0.44NM",8,0,"237.40000","0","1","PANdrive™","Active","Hybrid","Bipolar","2.4VDC","2A","200","1.8°","±5%","62.31 / 440","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-20°C ~ 50°C","1.4 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-x-1240_hardware_manual_V102.pdf,-,1460-1263-ND,PD42-3-1240-CANOPEN,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 0.44NM",6,0,"245.10000","0","1","PANdrive™","Active","Hybrid","Bipolar","2.4VDC","2A","200","1.8°","±5%","62.31 / 440","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Wire Leads with Connector","-20°C ~ 50°C","1.4 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-1370_hardware_manual_V110.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_PD42-4-1370.jpg,1460-1316-ND,PD42-4-1370-TMCL,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 0.7NM",14,0,"245.70000","0","1","PANdrive™","Active","Hybrid","Bipolar","4.4VDC","2A","200","1.8°","±5%","99.1 / 700","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-20°C ~ 50°C","2.3 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-x-1241_hardware_manual_v122.pdf,-,1460-1357-ND,PD42-4-1241-CANOPEN,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 0.8NM",4,0,"249.38000","0","1","PANdrive™","Active","Hybrid","Bipolar","3.3VDC","3A","200","1.8°","±5%","113.30 / 800","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Wire Leads with Connector","-20°C ~ 50°C","1.1 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-x-1241_hardware_manual_v122.pdf,-,1460-1358-ND,PD42-4-1241-TMCL,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 0.8NM",3,0,"249.38000","0","1","PANdrive™","Active","Hybrid","Bipolar","3.3VDC","3A","200","1.8°","±5%","113.30 / 800","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Wire Leads with Connector","-20°C ~ 50°C","1.1 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-x-1240_hardware_manual_V102.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD42-4-1140-TMCL.jpg,1460-1264-ND,PD42-4-1240-CANOPEN,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 0.7NM",3,0,"253.40000","0","1","PANdrive™","Active","Hybrid","Bipolar","4.4VDC","2A","200","1.8°","±5%","99.1 / 700","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Wire Leads with Connector","-20°C ~ 50°C","2.3 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD-1276_hardware_manual_V102.pdf,-,1460-1335-ND,PD60-4-1276-CANOPEN,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,4,0,"259.14000","0","1","PANdrive™","Active","Hybrid","Bipolar","4.17VDC","2.8A","200","1.8°","±5%","438.99 / 3100","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","-","-","-","Wire Leads with Connector","-20°C ~ 50°C","1.5 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-x-1241_hardware_manual_v120.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_PD42-3-1241-CANOPEN.jpg,1460-1307-ND,PD42-3-1241-CANOPEN,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 0.4NM",9,0,"261.10000","0","1","PANdrive™","Active","Hybrid","Bipolar","24VDC","3A","200","1.8°","±5%","56.66 / 400","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Wire Leads with Connector","-20°C ~ 50°C","0.5 Ohms","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Motors_Documents/QSH6018-10000-AT_Hardware_Manual_Rev1.00.pdf,-,1460-1378-ND,QSH6018-86-28-310-10000-AT,Trinamic Motion Control GmbH,STEP MOTOR HYBRID NEMA24 ENC 100,8,0,"272.10000","0","1","QMot QSH6018","Active","Hybrid","Bipolar","4.17VDC","2.8A","200","1.8°","±5%","439 / 3100","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.315"" (8.00mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads","-20°C ~ 50°C","1.5 Ohms","Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD57_60_86-x-1260_hardware_manual_V120.pdf,-,1460-1281-ND,PD57-1-1260-CANOPEN,Trinamic Motion Control GmbH,"PANDRIVE NEMA23, 48V, 0.55NM",8,0,"273.00000","0","1","PANdrive™","Active","Hybrid","Bipolar","2VDC","2.8A","200","1.8°","-","77.89 / 550","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.250"" (6.35mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-20°C ~ 50°C","-","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD57_60_86-x-1260_hardware_manual_V120.pdf,-,1460-1285-ND,PD57-1-1260-TMCL,Trinamic Motion Control GmbH,"PANDRIVE NEMA23, 48V, 0.55NM",5,0,"273.00000","0","1","PANdrive™","Active","Hybrid","Bipolar","2VDC","2.8A","200","1.8°","-","77.89 / 550","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.250"" (6.35mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-20°C ~ 50°C","-","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD57_60_86-x-1260_hardware_manual_V120.pdf,-,1460-1282-ND,PD57-2-1260-CANOPEN,Trinamic Motion Control GmbH,"PANDRIVE NEMA23, 48V, 1.01NM",18,0,"277.10000","0","1","PANdrive™","Active","Hybrid","Bipolar","2.3VDC","2.8A","200","1.8°","-","143.03 / 1010","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.250"" (6.35mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-20°C ~ 50°C","-","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD57_60_86-x-1260_hardware_manual_V120.pdf,-,1460-1283-ND,PD60-3-1260-CANOPEN,Trinamic Motion Control GmbH,"PANDRIVE NEMA24, 48V, 2.10NM",4,0,"313.10000","0","1","PANdrive™","Active","Hybrid","Bipolar","4.6VDC","2.8A","200","1.8°","-","297.38 / 2100","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.315"" (8.00mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-20°C ~ 50°C","-","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD57_60_86-x-1260_hardware_manual_V120.pdf,-,1460-1287-ND,PD60-3-1260-TMCL,Trinamic Motion Control GmbH,"PANDRIVE NEMA24, 48V, 2.10NM",3,0,"313.10000","0","1","PANdrive™","Active","Hybrid","Bipolar","4.6VDC","2.8A","200","1.8°","-","297.38 / 2100","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.315"" (8.00mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-20°C ~ 50°C","-","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD57_60_86-x-1260_hardware_manual_V120.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD-60-4-1260-CANOPEN-SIDE-A.jpg,1460-1284-ND,PD60-4-1260-CANOPEN,Trinamic Motion Control GmbH,"PANDRIVE NEMA24, 48V, 3.1NM",8,0,"356.80000","0","1","PANdrive™","Active","Hybrid","Bipolar","6.8VDC","2.8A","200","1.8°","-","438.99 / 3100","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.315"" (8.00mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-20°C ~ 50°C","-","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD57_60_86-x-1260_hardware_manual_V120.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD60-4-1161.jpg,1460-1288-ND,PD60-4-1260-TMCL,Trinamic Motion Control GmbH,"PANDRIVE NEMA24, 48V, 3.1NM",4,0,"356.80000","0","1","PANdrive™","Active","Hybrid","Bipolar","6.8VDC","2.8A","200","1.8°","-","438.99 / 3100","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.315"" (8.00mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-20°C ~ 50°C","-","Integrated Controller, Flatted Shaft"
