Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shell Size - Insert","Features","Color","Material","Large Diameter Supplied","Large Diameter Recovered","Small Diameter Supplied","Small Diameter Recovered","Large Recovered Length","Small Recovered Length","Total Length Supplied","Total Length Recovered"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=562A011thru067&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/514596-000.JPG,562A011-25/86-0-ND,562A011-25/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 4:1 SZ11,60,0,"34.15000","0","1","Thermofit 562A0","Active","Boot, Transition - Breakout, 4:1","11","-","Black","Elastomer, Semi-Rigid","0.520"" (13.21mm)","0.272"" (6.91mm)","0.260"" (6.60mm)","0.138"" (3.51mm)","1.512"" (38.40mm)","0.949"" (24.10mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX-12&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/811945-000.JPG,A122249-ND,202K121-12-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,19,0,"36.76000","0","1","Thermofit 202K1","Active","Boot","21","Chemical Resistant, Lip","Black","Fluoroelastomer (FKM), Flexible","0.941"" (23.90mm)","0.409"" (10.39mm)","0.472"" (11.99mm)","0.220"" (5.59mm)","0.830"" (21.08mm)","0.512"" (13.00mm)","-","1.496"" (38.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=462A011thru060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/462A0-23.JPG,462A023-3-0-ND,462A023-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 3:1 SZ23,50,0,"37.37000","0","1","Thermofit 462A0","Active","Boot, Transition - Breakout, 3:1","23","-","Black","Polyolefin (PO), Semi-Rigid","1.060"" (26.92mm)","0.520"" (13.21mm)","0.520"" (13.21mm)","0.272"" (6.91mm)","1.690"" (42.93mm)","1.980"" (50.29mm)","-","3.669"" (93.19mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/878499-000.JPG,202K174-25-0-ND,202K174-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ74 BLACK,55,0,"40.42000","0","1","Thermofit 202K1","Active","Boot","74","Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","2.362"" (59.99mm)","1.382"" (35.10mm)","2.362"" (59.99mm)","0.618"" (15.70mm)","2.830"" (71.88mm)","1.970"" (50.04mm)","-","5.120"" (130.05mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/878499-000.JPG,202K174-3-0-ND,202K174-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ74 BLACK,20,0,"40.42000","0","1","Thermofit 202K1","Active","Boot","74","Flame Retardant, Lip","Black","Polyolefin (PO), Semi-Rigid","2.362"" (59.99mm)","1.382"" (35.10mm)","2.362"" (59.99mm)","0.618"" (15.70mm)","2.830"" (71.88mm)","1.970"" (50.04mm)","-","5.120"" (130.05mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=462A011thru046-25/225&DocType=Customer+Drawing&DocLang=Japanese,//media.digikey.com/Photos/TE%20Connectivity/462A0-23.JPG,462A023-25/225-0-ND,462A023-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 3:1 SZ23,29,0,"44.84000","0","1","Thermofit 462A0","Active","Boot, Transition - Breakout, 3:1","23","-","Black","Elastomer, Semi-Rigid","1.060"" (26.92mm)","0.520"" (13.21mm)","0.520"" (13.21mm)","0.272"" (6.91mm)","1.690"" (42.93mm)","1.980"" (50.29mm)","-","3.669"" (93.19mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=382A012thru046&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/382A0-34.JPG,382A034-3-0-ND,382A034-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 Y SZ34,25,0,"46.80000","0","1","Thermofit 382A0","Active","Boot, Transition - Breakout, 2:1 (Y)","34","-","Black","Polyolefin (PO), Semi-Rigid","1.520"" (38.61mm)","0.710"" (18.03mm)","1.060"" (26.92mm)","0.488"" (12.40mm)","2.579"" (65.51mm)","3.098"" (78.69mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=382W042&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/831991-000.JPG,382W042-25/225-0-ND,382W042-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 Y SZ42,20,0,"47.41000","0","1","Thermofit 382W0","Active","Boot, Transition - Breakout, 2:1 (Y)","42","-","Black","Elastomer, Semi-Rigid","0.790"" (20.07mm)","0.310"" (7.87mm)","0.350"" (8.89mm)","0.157"" (3.99mm)","1.180"" (29.97mm)","1.260"" (32.00mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=562A011thru067&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/562A0-43.JPG,562A043-25-0-ND,562A043-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 4:1 SZ43,22,0,"48.43000","0","1","Thermofit 562A0","Active","Boot, Transition - Breakout, 4:1","43","-","Black","Elastomer, Semi-Rigid","1.060"" (26.92mm)","0.512"" (13.00mm)","0.520"" (13.21mm)","0.272"" (6.91mm)","2.039"" (51.79mm)","1.770"" (44.96mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=462A421thru423&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/462A-4-21.JPG,462A421-51/164-0-ND,462A421-51/164-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 3:1 SZ21,33,0,"53.28000","0","1","Thermofit 462A4","Active","Boot, Transition - Breakout, 3:1","21","-","Black","EPB","0.780"" (19.81mm)","0.260"" (6.60mm)","0.520"" (13.21mm)","0.260"" (6.60mm)","1.690"" (42.93mm)","1.690"" (42.93mm)","-","3.382"" (85.90mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=301A511thru514&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/811463-000.JPG,301A512-50-0-ND,301A512-50-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 T SZ12,30,0,"70.94000","0","1","Thermofit 301A5","Active","Boot, Transition - Breakout, 2:1 (T)","12","-","Black","VPB, Flexible","1.350"" (34.29mm)","0.449"" (11.40mm)","0.902"" (22.91mm)","0.449"" (11.40mm)","2.370"" (60.20mm)","2.370"" (60.20mm)","-","4.740"" (120.40mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=381A301thru304&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/381A3-1.JPG,381A301-125-0-ND,381A301-125-0,TE Connectivity Raychem Cable Protection,HEATSHRINK BOOT BRKOUT 2:1 Y SZ1,25,0,"150.20000","0","1","Thermofit 381A3","Active","Boot, Transition - Breakout, 2:1 (Y)","1","-","Black","Fluoropolymer","0.780"" (19.81mm)","0.260"" (6.60mm)","0.520"" (13.21mm)","0.260"" (6.60mm)","1.600"" (40.64mm)","1.600"" (40.64mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=224W201&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/224W201-25-0.JPG,A101514-ND,224W201-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ1 BLACK,24,0,"9.84000","0","1","Thermofit 224W2","Active","Boot - 90°","1","Abrasion Resistant, Chemical Resistant, Flame Retardant, Fluid Resistant, Heat Resistant, Lip, Strain Resistant","Black","Elastomer, Semi-Rigid, Irradiated","0.430"" (10.92mm)","0.205"" (5.21mm)","0.350"" (8.89mm)","0.063"" (1.60mm)","0.453"" (11.51mm)","0.295"" (7.49mm)","-","0.512"" (13.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/814316-000.JPG,202A121-3-0-ND,202A121-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,40,0,"14.34000","0","1","Thermofit 202A1","Active","Boot","21","Flame Retardant","Black","Polyolefin (PO), Semi-Rigid","0.969"" (24.61mm)","0.390"" (9.91mm)","0.969"" (24.61mm)","0.209"" (5.31mm)","0.858"" (21.79mm)","-","-","1.500"" (38.10mm)"
-,//media.digikey.com/Photos/TE%20Connectivity/202K132-25L-0.jpg,A120831-ND,CV7361-000,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,36,0,"16.15000","0","1","Thermofit 202K1","Active","Boot","32","Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","1.180"" (29.97mm)","0.559"" (14.20mm)","1.180"" (29.97mm)","0.232"" (5.89mm)","1.260"" (32.00mm)","0.453"" (11.51mm)","-","2.170"" (55.12mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202A111-3%5E42-0.JPG,A104621-ND,202A111-3/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ11 BLACK,28,0,"16.19000","0","1","Thermofit 202A1","Active","Boot","11","Adhesive Coating, Flame Retardant","Black","Polyolefin (PO), Semi-Rigid","0.650"" (16.51mm)","0.311"" (7.90mm)","0.650"" (16.51mm)","0.150"" (3.81mm)","0.559"" (14.20mm)","-","-","1.000"" (25.40mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202A1-ADHESIVE.jpg,A104623-ND,202A132-3/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,74,0,"17.16000","0","1","Thermofit 202A1","Active","Boot","32","Adhesive Coating, Flame Retardant","Black","Polyolefin (PO), Semi-Rigid","1.118"" (28.40mm)","0.559"" (14.20mm)","1.118"" (28.40mm)","0.260"" (6.60mm)","1.098"" (27.89mm)","0.630"" (16.00mm)","-","2.020"" (51.31mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/812996-000.JPG,202K142-3-0-ND,202K142-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK,36,0,"18.44000","0","1","Thermofit 202K1","Active","Boot","42","Flame Retardant, Lip","Black","Polyolefin (PO), Semi-Rigid","1.220"" (30.99mm)","0.710"" (18.03mm)","1.220"" (30.99mm)","0.280"" (7.11mm)","1.380"" (35.05mm)","0.984"" (24.99mm)","-","2.640"" (67.06mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773847-4_instalite&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202K142-25L-0.jpg,A120832-ND,202K142-25L-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK,31,0,"18.50000","0","1","Thermofit 202K1","Active","Boot","42","Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","1.220"" (30.99mm)","0.710"" (18.03mm)","1.220"" (30.99mm)","0.280"" (7.11mm)","1.380"" (35.05mm)","0.670"" (17.02mm)","-","2.640"" (67.06mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/879417-000.JPG,A104821-ND,202K142-4/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK,23,0,"18.74000","0","1","Thermofit 202K1","Active","Boot","42","Adhesive Coating, Flame Retardant, Lip","Black","Polyolefin (PO), Flexible","1.220"" (30.99mm)","0.710"" (18.03mm)","1.220"" (30.99mm)","0.280"" (7.11mm)","1.380"" (35.05mm)","0.984"" (24.99mm)","-","2.640"" (67.06mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K232&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/433530-000.JPG,202K232-25-0-ND,202K232-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,30,0,"18.92000","0","1","Thermofit 202K2","Active","Boot","32","-","Black","Elastomer, Semi-Rigid","0.984"" (24.99mm)","0.543"" (13.79mm)","0.310"" (7.87mm)","0.130"" (3.30mm)","1.102"" (27.99mm)","0.900"" (22.86mm)","-","2.170"" (55.12mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806604-000.JPG,A104624-ND,222A132-3/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ32 BLACK,49,0,"19.00000","0","1","Thermofit 222A1","Active","Boot - 90°","32","Adhesive Coating","Black","Polyolefin (PO), Semi-Rigid","1.181"" (30.00mm)","0.559"" (14.20mm)","1.181"" (30.00mm)","0.252"" (6.40mm)","1.051"" (26.70mm)","0.701"" (17.81mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D211thru299&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/689127-000.JPG,202D211-4/86-0-ND,202D211-4/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ11 BLACK,14,0,"19.24000","0","1","Thermofit 202D2","Active","Boot","11","Adhesive Coating, Flame Retardant, Fluid Resistant, Heat Resistant, Lip, Strain Resistant","Black","Polyolefin (PO), Flexible, Irradiated","0.882"" (22.40mm)","0.449"" (11.40mm)","0.882"" (22.40mm)","0.252"" (6.40mm)","0.559"" (14.20mm)","3.402"" (86.41mm)","-","4.169"" (105.89mm)"
-,//media.digikey.com/Photos/TE%20Connectivity/202K153-25L-0.jpg,A120833-ND,CV7373-000,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ53 BLACK,49,0,"19.76000","0","1","Thermofit 202K1","Active","Boot","53","Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","1.420"" (36.07mm)","0.882"" (22.40mm)","1.420"" (36.07mm)","0.331"" (8.41mm)","1.654"" (42.01mm)","0.768"" (19.51mm)","-","3.150"" (80.01mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D121thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/808013-000.JPG,202D153-3-0-ND,202D153-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ53 BLACK,22,0,"19.94000","0","1","Thermofit 202D1","Active","Boot","53","-","Black","Polyolefin (PO), Semi-Rigid","1.420"" (36.07mm)","0.882"" (22.40mm)","1.420"" (36.07mm)","0.331"" (8.41mm)","1.630"" (41.40mm)","1.169"" (29.69mm)","-","3.150"" (80.01mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D211thru299&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/689127-000.JPG,202D211-25-0-ND,202D211-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ11 BLACK,50,0,"20.03000","0","1","Thermofit 202D2","Active","Boot","11","Abrasion Resistant, Chemical Resistant, Flame Retardant, Fluid Resistant, Heat Resistant, Lip, Strain Resistant","Black","Elastomer, Semi-Rigid, Irradiated","0.882"" (22.40mm)","0.449"" (11.40mm)","0.882"" (22.40mm)","0.252"" (6.40mm)","0.559"" (14.20mm)","3.402"" (86.41mm)","-","4.169"" (105.89mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202C611thru663&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806087-000.JPG,202C611-71/42-0-ND,202C611-71/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ11 BLACK,25,0,"20.04000","0","1","Thermofit 202C6","Active","Boot","11","-","Black","Polyolefin (PO), Flexible","0.690"" (17.53mm)","0.272"" (6.91mm)","0.559"" (14.20mm)","0.190"" (4.83mm)","-","0.690"" (17.53mm)","-","4.752"" (120.70mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D121thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202D142-4%5E42-0.JPG,A101238-ND,202D142-4/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK W/LIP,28,0,"20.48000","0","1","Thermofit 202D1","Active","Boot","42","-","Black","Polyolefin (PO), Flexible","1.220"" (30.99mm)","0.701"" (17.81mm)","1.220"" (30.99mm)","0.283"" (7.19mm)","1.390"" (35.31mm)","0.965"" (24.51mm)","-","2.630"" (66.80mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806703-000.JPG,222A152-25-0-ND,222A152-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ52 BLACK,24,0,"21.16000","0","1","Thermofit 222A1","Active","Boot - 90°","52","-","Black","Elastomer, Semi-Rigid","1.421"" (36.09mm)","0.858"" (21.79mm)","1.421"" (36.09mm)","0.331"" (8.41mm)","1.382"" (35.10mm)","1.181"" (30.00mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773847-4_instalite&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202K163-25L-0.jpg,A120834-ND,202K163-25L-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ63 BLACK,24,0,"21.55000","0","1","Thermofit 202K1","Active","Boot","63","Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","1.690"" (42.93mm)","1.110"" (28.19mm)","1.690"" (42.93mm)","0.390"" (9.91mm)","2.402"" (61.01mm)","0.830"" (21.08mm)","-","3.898"" (99.01mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D211thru299&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202D242-4-0.JPG,A101242-ND,202D242-4-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK W/LIP,20,0,"21.55000","0","1","Thermofit 202D2","Active","Boot","42","Flame Retardant, Fluid Resistant, Heat Resistant, Lip","Black","Polyolefin (PO), Flexible, Irradiated","1.340"" (34.04mm)","0.902"" (22.91mm)","1.340"" (34.04mm)","0.382"" (9.70mm)","0.618"" (15.70mm)","5.150"" (130.81mm)","-","6.280"" (159.51mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806703-000.JPG,222A152-3-0-ND,222A152-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ52 BLACK,25,0,"22.22000","0","1","Thermofit 222A1","Active","Boot - 90°","52","-","Black","Polyolefin (PO), Semi-Rigid","1.421"" (36.09mm)","0.858"" (21.79mm)","1.421"" (36.09mm)","0.331"" (8.41mm)","1.382"" (35.10mm)","1.181"" (30.00mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222D211thru299&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/222D2.JPG,222D211-3-0-ND,222D211-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ11 BLACK,85,0,"22.31000","0","1","Thermofit 222D2","Active","Boot - 90°","11","Flame Retardant, Fluid Resistant, Heat Resistant, Lip","Black","Polyolefin (PO), Semi-Rigid, Irradiated","0.882"" (22.40mm)","0.449"" (11.40mm)","0.882"" (22.40mm)","0.252"" (6.40mm)","0.728"" (18.49mm)","3.449"" (87.60mm)","-","4.142"" (105.21mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D211thru299&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/510715-000.jpg,202D221-25/225-0-ND,202D221-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,29,0,"22.51000","0","1","Thermofit 202D2","Active","Boot","21","Abrasion Resistant, Adhesive Coating, Chemical Resistant, Flame Retardant, Fluid Resistant, Heat Resistant, Lip, Strain Resist","Black","Elastomer, Semi-Rigid, Irradiated","1.012"" (25.70mm)","0.591"" (15.00mm)","1.012"" (25.70mm)","0.291"" (7.39mm)","0.591"" (15.01mm)","3.882"" (98.60mm)","-","4.772"" (121.21mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773847-4_instalite&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/222K132-25L-0.jpg,A120838-ND,222K132-25L-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ32 BLACK,8,0,"23.10000","0","1","Thermofit 222K1","Active","Boot - 90°","32","Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","1.180"" (29.97mm)","0.559"" (14.20mm)","1.180"" (29.97mm)","0.232"" (5.89mm)","1.060"" (26.92mm)","0.335"" (8.51mm)","-","1.260"" (32.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202A1-42.7.jpg,202A163-4/42-0-ND,202A163-4/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ63 BLACK,83,0,"23.51000","0","1","Thermofit 202A1","Active","Boot","63","Adhesive Coating, Flame Retardant","Black","Polyolefin (PO), Flexible","1.681"" (42.70mm)","1.079"" (27.41mm)","1.681"" (42.70mm)","0.370"" (9.40mm)","2.469"" (62.71mm)","0.992"" (25.20mm)","-","3.902"" (99.11mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202W3XX-12&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/026831-000.JPG,A104704-ND,202W302-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ2 BLACK,25,0,"24.12000","0","1","Thermofit 202W3","Active","Boot","2","-","Black","Elastomer, Semi-Rigid","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/TE%20Connectivity/222K163-25L-0.jpg,A120841-ND,CV7370-000,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ63 BLACK,17,0,"24.52000","0","1","Thermofit 222K1","Active","Boot - 90°","63","Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","1.690"" (42.93mm)","1.110"" (28.19mm)","1.690"" (42.93mm)","0.390"" (9.91mm)","1.770"" (44.96mm)","0.690"" (17.53mm)","-","2.170"" (55.12mm)"
