Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Usage","Dimensions - Overall","Material","Features"
http://documents.protektivepak.com/PDF/37150.pdf,-,37289-ND,37289,Desco,ESD HANDLER 6X4-3/4X2-1/4,0,0,"42.42000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 6.00"" W x 2.25"" H (120.7mm x 152.4mm x 57.2mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37347-ND,37347,Desco,ESD HANDLER 12X12-3/4X3-5/8,0,0,"42.50000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 12.00"" W x 3.63"" H (323.9mm x 304.8mm x 92.2mm)","Corrugated Fiberboard","5 Cells Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37284-ND,37284,Desco,ESD HANDLER 6X5-3/16X3-5/8,0,0,"42.85000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.19"" L x 6.00"" W x 3.63"" H (131.8mm x 152.4mm x 92.2mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37355-ND,37355,Desco,ESD HANDLER 12X16-5/8X2-3/4,0,0,"43.00000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","16.63"" L x 12.00"" W x 2.75"" H (422.4mm x 304.8mm x 69.9mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38808.pdf,-,38808-ND,38808,Desco,HNDLR ADJ 21CELL 8X5-3/4X2-1/4"",0,0,"43.31000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","21 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38811.pdf,-,38811-ND,38811,Desco,HNDLR ADJ 14CELL 8X7-3/4X2-1/4"",0,0,"43.31000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","14 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37393-ND,37393,Desco,ESD HANDLER 8X5-3/8X2-3/4,0,0,"43.49000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.38"" L x 8.00"" W x 2.75"" H (136.7mm x 203.2mm x 69.9mm)","Corrugated Fiberboard","15 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37211-ND,37211,Desco,ESD HANDLER 5-7/8X4X1-1/4,0,0,"43.72000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.00"" L x 5.88"" W x 1.25"" H (101.6mm x 149.4mm x 31.8mm)","Corrugated Fiberboard","40 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37301-ND,37301,Desco,ESD HANDLER 8X4-3/4X2-1/4,0,0,"43.79000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 8.00"" W x 2.25"" H (120.7mm x 203.2mm x 57.2mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37302-ND,37302,Desco,ESD HANDLER 8X20-1/8X1,0,0,"43.79000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","20.13"" L x 8.00"" W x 1.00"" H (511.3mm x 203.2mm x 25.4mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37292-ND,37292,Desco,ESD HANDLER 6X6-1/2X1,0,0,"43.89000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.50"" L x 6.00"" W x 1.00"" H (165.1mm x 152.4mm x 25.4mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37199-ND,37199,Desco,ESD HANDLER 5-7/8X12-3/4X1-1/4,0,0,"44.33000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 5.88"" W x 1.25"" H (323.9mm x 149.4mm x 31.8mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37250-ND,37250,Desco,ESD HANDLER 8-3/4X7-1/8X1,0,0,"44.44000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","7.13"" L x 8.75"" W x 1.00"" H (181.1mm x 222.3mm x 25.4mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37348-ND,37348,Desco,ESD HANDLER 12X12-3/4X2-7/8,0,0,"44.44000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 12.00"" W x 2.88"" H (323.9mm x 304.8mm x 73.2mm)","Corrugated Fiberboard","6 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37202-ND,37202,Desco,ESD HANDLER 5-7/8X6-1/4X1-5/8,0,0,"44.47000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 5.88"" W x 1.63"" H (158.8mm x 149.4mm x 41.4mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37383-ND,37383,Desco,ESD HANDLER 8X12-3/4X3-5/8,0,0,"44.57000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 8.00"" W x 3.63"" H (323.9mm x 203.2mm x 92.2mm)","Corrugated Fiberboard","5 Cells Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37185-ND,37185,Desco,ESD HANDLER 12-5/8X10X2-1/4,0,0,"44.64000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.00"" L x 12.63"" W x 2.25"" H (254.0mm x 320.8mm x 57.2mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://protektivepak.descoindustries.com/Catalog/2016-Protektive-Pak-Catalog.pdf,-,37816-ND,37816,Desco,TRASH RECEP SM 12-1/2X10X14'',0,0,"44.69000","0","1","Protektive Pak Plastek™","Active","Trash Receptacle","-","12.50"" L x 10.00"" W x 14.00"" H (317.5mm x 254.0mm x 355.6mm)","Corrugated Fiberboard","Chemical and Moisture Resistant, Collapsable, Conductive"
http://documents.protektivepak.com/PDF/37150.pdf,-,37338-ND,37338,Desco,ESD HANDLER 10X8-1/8X2-3/4,0,0,"44.91000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","8.13"" L x 10.00"" W x 2.75"" H (206.5mm x 254.0mm x 69.9mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37373-ND,37373,Desco,ESD HANDLER 14X16-5/8X2-3/4,0,0,"44.91000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","16.63"" L x 14.00"" W x 2.75"" H (422.4mm x 355.6mm x 69.9mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37395-ND,37395,Desco,ESD HANDLER 8X16-5/8X1-1/4,0,0,"45.06000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","16.63"" L x 8.00"" W x 1.25"" H (422.4mm x 203.2mm x 31.8mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37384-ND,37384,Desco,ESD HANDLER 8X12-3/4X2-7/8,0,0,"46.19000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 8.00"" W x 2.88"" H (323.9mm x 203.2mm x 73.2mm)","Corrugated Fiberboard","6 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37182-ND,37182,Desco,ESD HANDLER 12-5/8X5-3/16X3-5/8,0,0,"46.28000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.19"" L x 12.63"" W x 3.63"" H (131.8mm x 320.8mm x 92.2mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37351-ND,37351,Desco,ESD HANDLER 12X6-1/4X3-5/8,0,0,"46.67000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 12.00"" W x 3.63"" H (158.8mm x 304.8mm x 92.2mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37356-ND,37356,Desco,ESD HANDLER 12X8-1/8X2-3/4,0,0,"46.85000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","8.13"" L x 12.00"" W x 2.75"" H (206.5mm x 304.8mm x 69.9mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37394-ND,37394,Desco,ESD HANDLER 8X4X2-3/4,0,0,"46.85000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.00"" L x 8.00"" W x 2.75"" H (101.6mm x 203.2mm x 69.9mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37303-ND,37303,Desco,ESD HANDLER 8X10X1,0,0,"46.98000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.00"" L x 8.00"" W x 1.00"" H (254.0mm x 203.2mm x 25.4mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37385-ND,37385,Desco,ESD HANDLER 8X12-3/4X1-5/8,0,0,"46.98000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 8.00"" W x 1.63"" H (323.9mm x 203.2mm x 41.4mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37203-ND,37203,Desco,ESD HANDLER 5-7/8X6-1/4X1-1/4,0,0,"47.34000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 5.88"" W x 1.25"" H (158.8mm x 149.4mm x 25.4mm)","Corrugated Fiberboard","24 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37266-ND,37266,Desco,ESD HANDLER 10X20-1/8X1,0,0,"47.40000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","20.13"" L x 10.00"" W x 1.00"" H (511.3mm x 254.0mm x 19.1mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.desco.com/PDF/39140.pdf,-,39140-ND,39140,Desco,TOTE NESTING 18X12X6,0,0,"47.47000","0","1","Protektive Pak Plastek™","Active","Tote","Transport","18.00"" L x 12.00"" W x 6.00"" H (457.2mm x 304.8mm x 152.4mm)","Polypropylene","Chemical and Moisture Resistant, Conductive, Wire Frame"
http://documents.protektivepak.com/PDF/37150.pdf,-,37270DES-ND,37270,Desco,ESD HANDLER 15-1/4X10-3/4X3-5/8,0,0,"47.62000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.75"" L x 15.25"" W x 3.63"" H (273.1mm x 387.4mm x 92.2mm)","Corrugated Fiberboard","6 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37274-ND,37274,Desco,ESD HANDLER 15-1/4X20-1/8X2-1/4,0,0,"47.62000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","20.13"" L x 15.25"" W x 2.25"" H (511.3mm x 387.4mm x 57.2mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38805.pdf,-,38805-ND,38805,Desco,HNDLR ADJ 35CELL 8X3-3/4X2-1/4"",0,0,"47.62000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","35 Cells, Dissipative, Lid Included"
http://documents.mendapump.com/PDF/IPH-38700.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_38700.jpg,38700-ND,38700,Desco,HNDLR ADJ 150CELL 4X1-3/4X1"",0,0,"47.79000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","150 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37251-ND,37251,Desco,ESD HANDLER 8-3/4X4-5/8X1,0,0,"47.80000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.63"" L x 8.75"" W x 1.00"" H (117.6mm x 222.3mm x 25.4mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37157-ND,37157,Desco,ESD HANDLER 7-1/4X2-1/8X3/4,0,0,"47.82000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","2.13"" L x 7.25"" W x 0.75"" H (54.1mm x 184.2mm x 19.1mm)","Corrugated Fiberboard","60 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37186-ND,37186,Desco,ESD HANDLER 12-5/8X6-1/2X2-1/4,0,0,"48.29000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.50"" L x 12.63"" W x 2.25"" H (165.1mm x 320.8mm x 57.2mm)","Corrugated Fiberboard","15 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37387-ND,37387,Desco,ESD HANDLER 8X6-1/4X3-5/8,0,0,"48.29000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 8.00"" W x 3.63"" H (158.8mm x 203.2mm x 92.2mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37339-ND,37339,Desco,ESD HANDLER 10X5-3/8X2-3/4,0,0,"48.59000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.38"" L x 10.00"" W x 2.75"" H (136.7mm x 254.0mm x 69.9mm)","Corrugated Fiberboard","15 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37304-ND,37304,Desco,ESD HANDLER 8X6-1/2X1,0,0,"48.60000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.50"" L x 8.00"" W x 1.00"" H (165.1mm x 203.2mm x 25.4mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37261-ND,37261,Desco,ESD HANDLER 10X5-3/16X1-5/8,0,0,"48.71000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.19"" L x 10.00"" W x 1.63"" H (131.8mm x 254.0mm x 41.4mm)","Corrugated Fiberboard","24 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37265-ND,37265,Desco,ESD HANDLER 10X4-3/4X2-1/4,0,0,"48.71000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 10.00"" W x 2.25"" H (120.7mm x 254.0mm x 57.2mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37352-ND,37352,Desco,ESD HANDLER 12X6-1/4X2-7/8,0,0,"48.76000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 12.00"" W x 2.88"" H (158.8mm x 304.8mm x 73.2mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37374-ND,37374,Desco,ESD HANDLER 14X8-1/8X2-3/4,0,0,"49.08000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","8.13"" L x 14.00"" W x 2.75"" H (206.5mm x 355.6mm x 69.9mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38803.pdf,-,38803-ND,38803,Desco,HNDLR ADJ 50CELL 8X1-3/4X3-1/2"",0,0,"49.51000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","50 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37388-ND,37388,Desco,ESD HANDLER 8X6-1/4X2-7/8,0,0,"49.72000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 8.00"" W x 2.88"" H (158.8mm x 203.2mm x 73.2mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37329-ND,37329,Desco,ESD HANDLER 10X12-3/4X3-5/8,0,0,"50.03000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 10.00"" W x 3.63"" H (323.9mm x 254.0mm x 92.2mm)","Corrugated Fiberboard","5 Cells Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37180-ND,37180,Desco,ESD HANDLER 12-5/8X10-3/4X3-5/8,0,0,"50.37000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.75"" L x 12.63"" W x 3.63"" H (273.1mm x 320.8mm x 92.2mm)","Corrugated Fiberboard","6 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37267-ND,37267,Desco,ESD HANDLER 10X10X1,0,0,"50.44000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.00"" L x 10.00"" W x 1.00"" H (254.0mm x 254.0mm x 25.4mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37330-ND,37330,Desco,ESD HANDLER 10X12-3/4X2-7/8,0,0,"50.68000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 10.00"" W x 2.88"" H (323.9mm x 254.0mm x 73.2mm)","Corrugated Fiberboard","6 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37357-ND,37357,Desco,ESD HANDLER 12X5-3/8X2-3/4,0,0,"50.86000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.38"" L x 12.00"" W x 2.75"" H (136.7mm x 304.8mm x 69.9mm)","Corrugated Fiberboard","15 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37293-ND,37293,Desco,ESD HANDLER 6X4-3/4X1,0,0,"51.17000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 6.00"" W x 1.00"" H (120.7mm x 152.4mm x 25.4mm)","Corrugated Fiberboard","40 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37275-ND,37275,Desco,ESD HANDLER 15-1/4X10X2-1/4,0,0,"51.47000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.00"" L x 15.25"" W x 2.25"" H (254.0mm x 387.4mm x 57.2mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37187-ND,37187,Desco,ESD HANDLER 12-5/8X4-3/4X2-1/4,0,0,"51.94000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 12.63"" W x 2.25"" H (120.7mm x 320.8mm x 57.2mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37397-ND,37397,Desco,ESD HANDLER 8X5-3/8X1-1/4,0,0,"51.96000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.38"" L x 8.00"" W x 1.25"" H (136.7mm x 203.2mm x 31.8mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37400-ND,37400,Desco,ESD HANDLER 8X8-1/8X1,0,0,"51.96000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","8.13"" L x 8.00"" W x 1.00"" H (206.5mm x 203.2mm x 25.4mm)","Corrugated Fiberboard","24 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37563.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37564.jpg,37564-ND,37564,Desco,REEL HOLDER 13"" 15 SLOTS,0,0,"52.07000","0","1","Protektive Pak®","Active","Reel Holder","Storage","17.50"" L x 13.69"" W x 13.25"" H (444.5mm x 347.7mm x 336.6mm)","Corrugated Fiberboard","15 Cells, Dissipative"
http://documents.protektivepak.com/PDF/37150.pdf,-,37340-ND,37340,Desco,ESD HANDLER 10X4X2-3/4,0,0,"52.13000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.00"" L x 4.00"" W x 2.75"" H (254.0mm x 101.6mm x 69.9mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37386-ND,37386,Desco,ESD HANDLER 8X12-3/4X1-1/4,0,0,"52.13000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 8.00"" W x 1.25"" H (323.9mm x 203.2mm x 31.8mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37259-ND,37259,Desco,ESD HANDLER 10X10-3/4X1-5/8,0,0,"52.35000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.75"" L x 10.00"" W x 1.63"" H (273.1mm x 254.0mm x 41.4mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37349-ND,37349,Desco,ESD HANDLER 12X12-3/4X1-5/8,0,0,"52.44000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 12.00"" W x 1.63"" H (323.9mm x 304.8mm x 41.4mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37333-ND,37333,Desco,ESD HANDLER 10X6-1/4X3-5/8,0,0,"52.61000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 10.00"" W x 3.63"" H (158.8mm x 254.0mm x 92.2mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37365-ND,37365,Desco,ESD HANDLER 14X12-3/4X3-5/8,0,0,"52.61000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 14.00"" W x 3.63"" H (323.9mm x 355.6mm x 92.2mm)","Corrugated Fiberboard","5 Cells Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/IPH-38828.pdf,-,38828-ND,38828,Desco,HNDLR ADJ 15CELL 8X19-3/4X1"",0,0,"52.67000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","15 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37272-ND,37272,Desco,ESD HANDLER 15-1/4X5-3/16X3-5/8,0,0,"52.77000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.19"" L x 15.25"" W x 3.63"" H (131.8mm x 387.4mm x 92.2mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37285-ND,37285,Desco,ESD HANDLER 6X5-3/16X1-5/8,0,0,"52.77000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.19"" L x 6.00"" W x 1.63"" H (131.8mm x 152.4mm x 41.4mm)","Corrugated Fiberboard","24 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37295-ND,37295,Desco,ESD HANDLER 8X10-3/4X1-5/8,0,0,"52.77000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.75"" L x 8.00"" W x 1.63"" H (273.1mm x 203.2mm x 41.4mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37341-ND,37341,Desco,ESD HANDLER 10X16-5/8X1-1/4,0,0,"52.90000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","16.63"" L x 10.00"" W x 1.25"" H (422.4mm x 254.0mm x 31.8mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37375-ND,37375,Desco,ESD HANDLER 14X5-3/8X2-3/4,0,0,"53.23000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.38"" L x 14.00"" W x 2.75"" H (136.7mm x 355.6mm x 69.9mm)","Corrugated Fiberboard","15 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37305-ND,37305,Desco,ESD HANDLER 8X4-3/4X1,0,0,"53.39000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 8.00"" W x 1.00"" H (120.7mm x 203.2mm x 25.4mm)","Corrugated Fiberboard","40 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37268-ND,37268,Desco,ESD HANDLER 10X6-1/2X1,0,0,"53.52000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.50"" L x 10.00"" W x 1.00"" H (165.1mm x 254.0mm x 25.4mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.desco.com/PDF/37760.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_37760.jpg,37761-ND,37761,Desco,SUP TEK-TRAY 22X3/4X17-1/2X2-1/2,0,0,"53.96000","0","1","Protektive Pak®","Active","Tray","Storage, Transport","22.75"" L x 17.50"" W x 2.50"" H (577.9mm x 444.5mm x 63.5mm)","Corrugated Fiberboard","Dissipative, Foam Insert, Stackable, Wire Frame"
http://documents.desco.com/PDF/37760.pdf,-,37763-ND,37763,Desco,SUP TEK-TRAY 22-3/4X17-1/2X2-1/2,0,0,"53.96000","0","1","Protektive Pak®","Active","Tray","Storage","22.75"" L x 17.50"" W x 2.50"" H (577.9mm x 444.5mm x 63.5mm)","Corrugated Fiberboard","Dissipative, Foam Insert, Plastic Corners"
http://documents.protektivepak.com/PDF/37150.pdf,-,37188-ND,37188,Desco,ESD HANDLER 12-5/8X20-1/8X1,0,0,"54.17000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","20.13"" L x 12.63"" W x 1.00"" H (511.3mm x 320.8mm x 25.4mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
